asset_id,asset_type,asset_age_years,substation_region,manufacturer,power_load_mw,load_utilization_pct,voltage_fluctuation_pct,frequency_deviation_hz,transformer_temperature_c,oil_quality_score,equipment_health_score,vibration_level,maintenance_overdue_days,maintenance_events_last_12m,inspection_score,previous_outages_12m,avg_outage_duration_minutes,customer_complaints_last_12m,temperature_c,humidity_pct,wind_speed_kmh,rainfall_mm,storm_risk_index,customers_served,estimated_revenue_loss,regulatory_penalty_cost,legacy_asset_code,grid_cluster_id,monitoring_batch_id,administrative_reference,grid_failure_flag
100010,Circuit Breaker,24,North,Hitachi,90.92127907812609,35.85826991316354,13.519423105518596,0.028749923084406853,50.28739136674867,11.436983657072675,17.66282796799038,1.6815514894843275,148,1,50.918698077560784,1,35.663277934585395,3,40.623081057299146,42.129434420298296,13.607639316088122,73.09361312034368,3.0029356414038366,53492,259546.45441233428,8227.847824928802,414174,28,2224,469349,1
100011,Transformer,36,South,Siemens,142.6970743368981,31.987167913158768,10.602081639617777,0.17114014465125207,57.29445492866178,,77.01814235679755,18.75775280272931,1,2,89.39024493382321,3,38.43835218519507,2,22.357437256926094,90.54809669471584,69.30244122212413,45.79366141994633,83.89461423316463,18697,181881.80550788002,150393.24364079544,324523,23,1510,378222,0
100012,Substation,24,South,Siemens,60.018379967545634,31.399166650505965,12.23278379934448,0.3059683084552027,63.107740581350974,31.58697972255291,80.4762120631346,10.381121757141337,6,4,9.29469435928839,6,123.7821001968738,6,46.477890546476736,29.142066287216586,78.29407149151201,41.34403695495288,1.5685198002076794,11793,25123.78729870372,480020.03005803464,904475,31,5991,350491,1
100013,Circuit Breaker,3,North,ABB,73.50933564617426,46.76171610908568,13.192326916867366,-0.1248790359793842,51.082630518285555,12.556977784727874,85.83166701833656,4.182521844978375,73,4,20.689182174370035,2,70.81183522454116,4,41.14312708620515,25.91417194875185,14.175804648395879,28.410175049900833,66.39145087888835,60871,274842.97547572246,349801.0232906354,796628,40,3689,108529,0
100014,Transmission Line,22,East,Siemens,84.43616611862745,44.94165437000418,5.780822443411261,-0.28072125204216053,69.76500538921007,30.715047033424682,95.59892441153139,8.434266328031912,129,2,44.87514977431982,1,69.27125291338663,6,26.14848060687156,53.14877863473238,94.63487420533413,19.984436924319745,33.58388202100887,37121,482506.9375635556,343819.9203881823,426229,18,4222,204324,1
100015,Transmission Line,2,North,Siemens,78.35283067237127,93.89227494105509,12.208947925997219,-0.16510139012777622,68.15286883713868,37.3067934626123,47.189291542647226,17.73881951714329,94,4,,5,18.329602557344728,7,18.49679447371853,62.54212172719657,105.20244758848636,11.343292973826072,38.309567480202155,17648,829719.1437356336,453102.3015468337,856483,5,2798,859672,1
100016,TRANSFORMER,24,East,ABB,91.39855573790021,55.1018914174077,4.320467562922246,0.4948308943193494,73.49284812860353,20.14386205053077,59.016750798195005,5.457915727819063,39,2,28.41805148721559,3,75.10851379314524,5,31.008928690702668,39.203562903454056,17.708243643264346,12.878435478277328,44.51920810328007,10609,451150.68172255455,303428.8808074837,164188,29,6663,976911,0
100017,Circuit Breaker,30,East,Schneider,29.554791776971946,33.24182334278716,14.509104648965259,0.14623224177700603,66.72161344928897,48.221288808448946,95.84755705537616,4.083161304208032,153,7,52.65794100958018,1,87.05323008602306,4,41.519342743473985,70.17575501838941,32.43582198099895,35.373477965724845,34.844716144772455,70231,907228.5976341354,385323.5695610573,807516,23,7199,292437,0
100018,Switchgear,38,South,Hitachi,149.53713828474218,85.43441305207722,8.084807009349129,-0.11365993084540993,90.33765566024127,1.951076263507212,36.53131534930027,5.459299455065367,171,5,86.99167521966262,5,88.99627027860475,3,14.756326898077852,49.26998819692046,17.0475463830688,0.6888788559829833,89.78563684575272,62602,900611.2019197308,216126.5033198425,616101,27,6959,989945,1
100019,Circuit Breaker,2,West,GE,81.31576617583988,80.3452911438616,12.622312892108564,-0.09812845846873526,64.2406423282946,,60.20500167486148,11.313696887999516,95,3,61.55241351256026,2,118.49470685401332,7,23.567906956103933,37.29347586639694,16.14372057367557,31.290343119347952,49.41631217194926,50856,31542.079656643942,394050.198860929,917289,10,3087,273359,0
100020,Transmission Line,21,North,Schneider,57.11484982539413,43.246307994714954,12.299342860948729,-0.10121018302380679,50.55804468489402,52.40729270001738,12.766169996490573,10.12124480176636,14,2,32.624099809024365,3,61.85349443713999,3,37.6365811814626,66.02468332462337,60.69671249501119,47.45895151348759,63.057871285854326,78895,983015.1920703585,178361.00319070418,970382,16,4448,112119,1
100021,Transformer,33,North,ABB,104.06249488910399,61.16128036897152,14.040740257938099,0.06768168147582318,67.84537099215183,5.945394881129095,72.53423503282926,17.61454543728331,65,5,72.83944040072402,2,51.15649772060324,5,33.84439126374549,72.1736650965774,51.404783426714395,65.88490325032134,79.71419401570343,91505,419699.98505656543,387117.6260577324,166107,7,9720,520115,1
100022,Transformer,12,West,GE,139.3184268043046,54.722722553596796,8.799410846715293,0.42598362759182995,57.53285464081323,80.87485794364645,71.6172719719179,11.193979159754633,159,3,11.611337442253111,2,75.64538039936038,7,37.386531481120144,65.98758093948697,84.38259070319357,12.744517222512709,90.94846894723764,23235,780284.3632241947,299075.6911686304,904912,31,8825,326619,1
100023,Substation,22,West,ABB,52.36069889340197,84.32765963652423,12.727912010240987,0.13905102352019727,84.8371465102172,14.592900530889807,14.926430074553188,11.046617501942373,132,4,15.99652206345712,1,26.87955812726485,5,28.354193282984248,62.66451110789304,16.123055171172567,38.36018179918546,65.21375479530501,62056,103877.73713147806,33919.92396743337,418714,25,6199,727466,1
100024,Substation,25,South,GE,106.08102515690972,71.21135988569476,14.382594473886666,0.1594580858769919,80.8315770655579,56.16162810190587,87.44730296925108,11.252381166212562,40,6,48.85401223545649,1,27.49250389396183,8,14.175203239236449,37.40121310104306,62.60785595599509,7.225237814464008,17.79739085110735,2505,708087.3605990345,473432.7367925465,445759,21,9750,938452,0
100025,Transformer,27,West,Schneider,160.903746775063,42.99300165353466,4.624084813113056,-0.14640844615985193,94.32711702525957,75.51001300074853,56.3009622275771,5.197063200162844,58,0,11.84482720394372,4,14.829698513922223,5,21.31035661808625,40.46627739268746,67.74842773139177,30.91026853813275,82.8190357365542,59484,646832.8480566676,267311.77385340596,142008,36,4525,504618,0
100026,Switchgear,28,South,Schneider,161.47826954107913,85.16747950388,1.1754065117028851,-0.17749815694630952,70.01925967354241,29.046877876669853,25.861792281143735,0.36933517976236896,91,3,53.183030680126876,2,169.30125572846052,5,47.72263465163953,58.235239886184964,107.202584977515,30.1242291733619,30.781506981556607,92395,151123.4725696018,488771.7042900472,990626,18,1408,518952,1
100027,Circuit Breaker,16,East,Schneider,128.22873497007708,70.62543712640058,2.5138523924595892,-0.15743093016955398,63.52331001742565,21.76503242686544,17.688724125844146,2.9093986113146753,23,5,70.60482569026553,4,70.81566743886485,8,45.192962852158075,52.71418100434079,101.10947742717555,31.933302355285274,35.690472128429306,17349,188580.3845133877,331285.4805250665,537327,48,4096,258187,0
100028,Switchgear,15,South,Siemens,68.77643588283365,88.18912958414273,5.226106123103679,0.42970609863595255,91.26590423505836,32.40651215078285,13.983154819997967,11.61790436467676,26,3,97.27509045904233,1,51.85110827447449,6,24.24772913800824,64.92488303577113,51.2510540852452,53.46147467983645,45.370867180358296,57345,102467.80900076323,5955.133408358959,483743,36,3279,743422,0
100029,Transformer,3,South,GE,53.73483132407656,91.59454216632084,4.894917152191292,-0.10795372730524401,86.7369535740165,21.309017464608992,64.31367906046538,6.625656550254517,55,1,45.658632517771494,2,46.768770813409176,7,46.03509224376757,44.97172985384373,9.205673085457748,8.982653198276555,5.406984496546674,48858,565090.7490056219,422870.4832593703,436154,1,5726,951691,0
100030,transformer,37,West,Hitachi,59.715174821506764,88.9382381564533,1.4701715617495814,-0.08127841314540359,54.69297273923983,33.951161643638564,63.43268637394262,18.40474164868972,175,3,44.97537245885794,2,65.80934727199833,5,26.106934772137947,26.22906241199403,27.585984323163316,29.37629701983246,26.036727215355793,56560,680222.2476451976,61704.31418559136,251663,32,1406,458217,1
100031,Circuit Breaker,7,Central,Schneider,159.77496294150262,41.15262837109553,13.36431678057781,-0.1783532931368134,53.83748035453979,67.4620352345854,70.60938435696892,0.7600218458740726,36,4,50.77277508220342,2,147.19649524980636,6,47.583837410738475,87.50177416735724,52.5174536169045,34.589239886892884,4.5751331325858065,89930,161277.045427906,231727.24287429635,958352,39,1989,477338,0
100032,Substation,21,South,Schneider,117.67199293392659,93.01065230423018,9.028202530454523,0.03710226599417017,47.24700279540699,4.190557551629004,92.59889880253392,2.6946619235507274,31,2,0.40084736478051,4,32.36131459979051,4,16.010874530928852,84.49981915877085,101.37584660483594,19.74109290216129,98.19078473436136,94803,437495.56366477394,263114.54721818137,361139,7,1591,864679,1
100033,Substation,9,East,Hitachi,130.13472873446875,39.30465298134505,12.770579704080626,0.029795522045669615,61.46120173413013,6.322747047786159,8.816783485932822,19.30150658877501,11,1,40.764059378847605,1,21.180383991762266,5,23.39393153823579,82.64245004126448,54.964469789680315,14.79155396585186,12.224829582428132,15447,961075.4931218562,45281.736393579355,277410,24,7151,466846,1
100034,Substation,39,South,Siemens,88.22384358750116,42.395837350703665,0.49654195975048776,0.26860440091765897,75.12219092512728,51.53082826943158,60.38315794574651,6.897345674717279,15,2,28.604802395003613,1,58.96506599919722,1,26.06538393424012,47.89183059645541,37.27194619004946,16.429546649265532,14.528838301639036,47780,219609.37614064728,19937.687172240203,128383,22,5571,832422,0
100035,Transmission Line,18,North,Hitachi,31.399103295854292,88.66926576823141,5.5090241821711965,-0.271826808948325,75.0012619209238,,71.55003098138314,4.555074704505648,62,2,93.70529315647418,1,66.97080811560832,5,26.88173466220862,38.85297744176359,46.98920179124979,40.1920602677261,37.22045899502595,11935,319312.01583567064,310994.6063059493,428348,47,7756,270837,0
100036,Switchgear,4,Central,GE,105.39925514609878,86.62119014495663,6.051396662263482,-0.3203390447689766,88.41784174210048,13.93454854177898,8.130271732226912,19.088953458516848,173,5,38.82741023265481,2,41.85404347997691,5,46.508226026572224,99.38199967621684,34.57084912200037,79.0315410074348,45.81170409070656,15135,176255.55412808902,273779.4399064749,974904,31,1457,991008,1
100037,Transmission Line,25,South,ABB,57.001110335746425,58.17576585492078,5.307272493264003,0.04223503036556472,69.26484663521659,14.019164484569435,48.79349533541662,15.168029891968061,114,4,97.37589984560276,3,22.0753792140677,8,27.322685355564108,71.54132741870224,3.512192644266179,14.494932655122852,44.9596301094583,40162,942096.7848699557,201277.7701246179,262746,34,9192,255483,0
100038,Transmission Line,14,Central,Hitachi,144.52994286466782,42.232190480568015,13.226849597057532,-0.2174736942967058,64.1277548462695,63.384396773548836,44.03038678626863,11.142812526591765,122,3,,4,34.08990542705372,1,42.76932179498061,35.611048909775704,111.80217501988338,42.12430925567711,36.22929150561769,96824,627386.1376071326,356939.82065317035,870321,25,6777,423873,0
100039,Substation,9,West,ABB,59.98764557981636,45.07286562496415,7.230478827394629,-0.058895512105569446,68.51852975706677,10.472462707249042,76.09617456311979,11.433617944294372,10,5,72.54417525633924,1,15.954025851864127,3,41.96716801073336,48.99111833556218,102.00093784444537,46.1597950474449,38.55815345105066,49744,675483.4941479611,139867.94850387797,303173,4,4722,491690,0
100040,Circuit Breaker,26,North,Siemens,99.80366090173541,98.18245478343265,6.815913130379443,0.19188230434902617,75.24320689533269,,61.44489918430013,2.5276665526441033,147,3,4.68489462484154,1,31.138880510850207,5,17.447932252695672,56.4037689307919,108.57435125504661,10.823577686822343,87.62759435363266,79917,272562.1572882831,85388.41516213324,201807,32,2082,955858,1
100041,Substation,2,North,Siemens,119.47592283975958,34.86292948643803,14.840383960197851,0.3431477053641557,84.94171007133278,34.533437432589,68.54853975583306,3.2136857128437346,72,2,25.619314706148423,6,40.44362972170613,3,33.98678578398844,47.91922011315585,78.31821234270961,21.061757444442858,59.523452996351644,50968,180583.717073226,119069.87938528774,820059,32,8337,731589,1
100042,Circuit Breaker,20,West,GE,286.3255173243035,55.739157587813324,4.540539311514166,-0.0795842847026517,59.52921730413365,27.442537580896207,28.078884037049622,7.767637657345434,121,5,,1,53.70142197935231,5,10.448229628559936,70.45496448774368,89.45632940275121,3.3397428649806913,4.3391402425612124,17424,447711.240104796,201747.5918458635,335705,20,2917,899870,1
100043,Transmission Line,28,West,Siemens,86.80469196652852,74.36734291170637,4.064221909477351,-0.3668406741407419,82.10736814653993,82.40147226675336,48.47699282337536,10.791848339355392,167,5,85.34022172907015,2,95.0865845966569,3,38.97644544912894,22.06294176695101,74.27021489306571,44.727942733523236,72.99306476590553,14639,436648.5764677164,6714.1047796217545,209971,18,8706,614996,0
100044,Substation,7,North,GE,88.6198600272152,84.18343748144329,4.071167644518425,-0.2814386844254464,68.9519126782662,15.170371594824882,25.322165053527147,8.021797641716446,75,1,78.06201838330054,4,35.99606599048151,4,24.947520008856074,20.633286869738072,36.57121975548417,46.28801534712617,88.26590906049816,5559,27997.60316199143,375810.637639145,677994,32,3919,894760,1
100045,Transmission Line,8,South,Schneider,145.11233604327566,77.66730469677583,0.6477109564537359,0.17871998838178993,67.23917997401567,87.76070335711256,16.74227888535852,4.492742283738725,51,2,70.14217223349785,0,13.477250412742636,4,43.08331399320395,37.58817910855754,0.6097083870350639,27.865533538742284,50.4574704926698,69131,82210.1611681602,315779.6955478475,886910,40,4815,267258,0
100046,Switchgear,35,South,GE,81.89571327589773,55.14387862495704,11.984398285353768,0.14149103455568054,79.14199725355739,18.816735190453237,32.00468084023932,14.764382974392419,20,1,33.31071044680992,2,47.438343129693365,2,32.7000784705994,55.914222833674316,68.10015658060324,20.303813616352286,51.71443251553678,84176,329242.24397569,311089.2324205614,155956,27,4774,628831,0
100047,Circuit Breaker,14,Central,ABB,73.88077015364661,46.398502477155326,4.784973620123964,-0.16820843085515766,81.0446807242572,94.45058122543843,86.440415972515,14.15414756498209,31,3,25.241519712425063,1,48.99589804177127,4,26.530742456491502,75.28504946255572,52.11520817210279,24.473307970696712,37.10981503222908,97486,260722.8235969407,39660.80908143888,158503,42,9685,592858,0
100048,Transformer,17,East,Siemens,64.83117453630237,83.43316755533624,14.972998697611144,-0.021628949080197114,61.118833861157086,76.74077628102961,93.297125875796,11.308336123753298,2,6,18.275590668232354,2,63.22677443159853,4,37.302558626224474,57.55467007786331,72.83472103749564,29.613694744453124,51.22262808364625,40510,252904.30801794425,288917.3790101686,512955,44,6320,917033,0
100049,Transformer,36,North,ABB,93.72531987957709,59.71406263398711,1.0225265315383085,0.40780344288234327,61.766329178086316,19.800071509743233,49.487922515404435,14.132711486931806,109,2,47.67051086093414,2,56.82858049877652,2,39.02288121623374,81.68642495907207,54.1095689699662,42.3932177298125,55.87531135844538,31067,637420.6286672478,216716.16116900856,134687,4,2255,242775,0
100050,Transmission Line,4,West,Siemens,69.79038525468313,38.09646216397179,8.432702159259247,0.7098218495990172,61.94907034731445,,81.35201154151767,18.41213691132079,86,3,,1,39.00503315082466,4,38.17696275023039,78.62534383229928,65.44260903575315,13.771812727358006,48.31746456465373,79906,199461.95614464628,201295.56941223698,963358,47,9232,484926,0
100051,Switchgear,2,West,GE,165.39351402226745,98.3000468528238,9.833610379449699,0.4401286932625536,49.245767422114376,90.50013848762663,71.01451288527821,18.535150105387956,154,3,84.86214834437398,2,26.209993070922994,5,17.633319612474224,67.08843036061613,52.17842075993766,30.636602090959364,77.08300778301455,86933,563066.8141762692,474266.7428452447,953290,15,6140,202500,1
100052,Circuit Breaker,6,North,Schneider,127.86813184942665,84.46388975517398,9.71096574013108,-0.1590225445709486,70.73749052940039,86.90608225910694,25.579326561453584,14.500479393599122,33,2,84.59038161704326,3,71.8752768974013,7,17.536148613618213,91.5506662333516,27.86059054579826,19.34562403019869,6.282689958253529,4417,498445.6307466688,349173.9883818319,152272,38,3231,854861,0
100053,Circuit Breaker,4,North,GE,97.37262160018732,74.19521751957899,4.270634329370864,0.1705978755284006,84.96519506484215,85.5571742862211,96.05300141871996,8.654630852521713,169,3,75.953165096884,1,114.46485145854354,5,46.37110237177881,60.865923021620205,23.684009669687786,43.751748824233,62.46824236380652,56535,732231.937806649,216169.25345593062,468183,30,6669,358346,0
100054,Circuit Breaker,29,Central,ABB,93.09417222641748,53.21106993376395,8.277499729345859,0.15722239733277624,70.30708533249167,83.21549398535704,86.07752454316743,8.537765600648141,111,5,56.65922638472401,1,34.87189243842045,1,40.70785304346788,38.822552733230815,35.561242363962535,17.740115668421566,55.54435066928474,8068,393688.03690478596,122341.47495625653,735910,5,5227,631872,0
100055,Transformer,18,South,ABB,62.93684771603117,87.5686933886099,13.045963485715294,0.08736281912174357,56.77301682771085,56.17802860384192,81.82353376536373,6.56402325756603,117,0,33.745086955004744,3,74.57683166895355,4,16.830317425010712,58.33754399182064,66.29676904326263,59.75945880790662,10.626611852385626,43453,381101.36739156005,260193.88394998116,914862,31,2226,562815,0
100056,Switchgear,26,West,Hitachi,87.8901268917962,46.70223422466657,0.9402048915239536,-0.46710820123903996,95.74625370983875,54.984184234918295,32.02337000361093,6.299035789761094,67,2,88.97110105023638,3,27.932945508789032,0,46.84647512520777,63.468146419484945,103.37731044641097,42.032992813198504,9.552730718067949,6013,818995.3398712024,149895.02713115298,810280,39,6937,538526,0
100057,Switchgear,34,South,GE,83.77873459981303,33.20732847180021,5.361998995207895,-0.021470755628418856,60.05612709193847,71.0069692172366,15.510952491628426,1.187881144451337,126,3,42.23660853773116,2,36.4782057325533,4,10.897808741091541,39.8920158152088,41.15407332032911,22.621124967837222,90.7476993364061,1746,828026.2520182496,387463.7331926732,218178,39,7624,428876,1
100058,Substation,10,West,GE,199.9379646585783,56.839334538042806,7.9230448642591425,0.01615163755038786,53.69145917480961,94.90164671943361,40.617056508807416,3.132910081900404,35,3,34.62462653675345,3,50.819417539382954,3,49.20947414953815,20.479111790643422,3.636678090946046,16.32076581064801,7.550270996367803,44999,153286.22825156047,27480.972800679127,177250,40,3790,710523,0
100059,Transformer,36,Central,Siemens,81.40108835295865,78.6328491071097,10.83299695497408,-0.3322010334365997,94.98221505228224,47.1003044613081,24.99320111170468,16.991593919791818,150,3,76.49871290420798,1,72.4131545292481,4,19.56581086360607,87.86428070761471,54.484020002664934,59.292234264498994,1.6701051682049717,19312,910407.2385683623,20790.262831091255,862792,6,3497,438474,0
100060,Switchgear,14,South,Siemens,113.6524470834367,96.09835296136524,3.7499095168405017,0.2567156379623552,73.5746762255797,73.69817255890626,55.81679449327399,10.572607076401518,35,6,15.542283937373524,2,185.82292447773938,8,28.807804101689413,68.50912955578274,14.606283924712438,30.47836814631865,26.37938519188895,44135,463314.6147578558,245891.8252463534,664843,1,8597,935868,0
100061,Switchgear,31,North,GE,116.63839387614466,48.25861774396857,12.18645150633059,-0.262858664668077,66.75223771627114,47.367829111946044,69.41374055288216,13.865784381899488,155,8,64.25124893684307,4,122.91912235449774,5,40.317655568475026,71.95962957774555,60.331508784312476,28.598823534828615,45.82719931942376,4039,883819.4058245164,327725.3192286678,735868,23,1593,683956,0
100062,Circuit Breaker,15,West,Siemens,56.11669460939045,35.36352461293284,9.674278623151087,-0.12269119248545766,90.40579036493462,,14.345874850840834,8.633467004558153,118,5,96.94137651333513,1,70.13595951693875,2,19.49456350745914,30.42618504815571,95.4013883037274,65.93084270249531,3.5984038181197553,20990,614255.7424914562,471597.4364710432,127994,21,8598,675550,1
100063,Transmission Line,8,East,Hitachi,80.57929572482885,46.712374087709506,1.4326755430910705,0.15035582042086387,69.84855531135173,29.218226638860322,11.041222755893966,2.3178394624624343,1,2,49.273364623942214,6,87.55676548554385,6,40.643143090225706,86.22833841917016,93.01993175578538,11.068891935069772,89.27578518329547,31836,219974.81415753087,297227.71851880767,418623,15,5550,798579,0
100064,Switchgear,14,East,ABB,126.39590593791829,82.06486789688604,9.870248246074572,-0.3956729643538169,34.797700067262134,80.20597198933801,25.93293669589032,12.396609005854577,85,4,7.428998902503892,2,65.93568725671835,5,26.674942726610944,59.193748308786866,59.25232567752606,20.427468420239894,22.58636524279445,33715,463876.5450335225,138608.74379751532,406081,10,8510,846514,1
100065,Substation,23,South,ABB,52.831793131005604,66.2221390952239,10.344030708592813,-0.6100938440354481,72.28260507241377,28.732913146495243,39.91693971289262,1.1995531264497727,173,2,87.26658914333974,3,75.75296776770502,6,22.380533944731607,24.365392753560933,66.42756320424279,37.87903763049123,67.08782080527834,74626,130493.45197612935,298101.23392159544,720894,22,3226,121830,1
100066,Transmission Line,21,West,Siemens,222.0567064064814,79.20255227560459,10.264314203171034,-0.0768294857958478,51.02960899194471,16.07550375222435,64.12818389926241,7.930128076884275,20,2,34.78102838629417,2,41.513774632507605,3,12.383310734444253,20.173749374170615,40.14739908788163,71.16002915495007,11.169550335497435,90635,763049.8539533322,354539.23476842395,360789,5,3737,207686,0
100067,Transformer,16,East,Hitachi,96.3321099037146,98.72133418869798,9.161197176090285,0.36828558354259955,56.19104463660672,29.765483783607614,95.17485086234984,18.03399739147147,150,3,77.00659304213346,2,36.994437451347196,8,10.633532951188457,47.273353644346365,102.74392514142751,15.365625106428233,60.01211225089605,13301,752743.6845632403,284430.9295988099,824493,49,1497,777863,1
100068,Transformer,18,West,ABB,69.34198424955642,65.48293262771828,11.383430771786122,-0.0846891903528802,64.85682829926733,,85.59620110647619,1.5718995659930424,107,3,70.03496397515134,1,75.11794972786973,2,44.673344245447005,52.243457576194096,24.36975970950368,19.519182686164406,40.6764612725757,67872,371158.5019186857,23546.401549112972,744658,35,6227,964615,0
100069,Transmission Line,24,Central,Hitachi,47.6335714617721,36.22808255676979,6.019080310614175,0.08358731945747805,64.56036173202531,,42.48392218228601,3.161493876005579,65,3,18.069486778186928,2,18.870412594088705,4,15.884196019448297,81.2267910292116,23.432908182518727,14.629087270614923,35.71298565017933,70782,211310.8122170525,221929.4259211152,880090,46,5966,908573,0
100070,Circuit Breaker,26,Central,Hitachi,179.57349616777105,91.10820439803356,3.2006263320969075,0.6623528473860089,78.10174026467793,65.88685549247721,37.68498283728543,16.499841474519094,7,4,52.88750683595856,3,20.200055617236174,4,15.067608762796109,86.70215877497328,54.29807626592768,23.828035361553226,32.005377971847956,89795,475683.7458457758,243479.0320386424,190961,20,7169,613860,0
100071,Transmission Line,25,North,GE,83.06890278530142,38.07581343459341,13.350796835962738,0.019324649731533697,64.32069509978963,96.4447657474611,3.6265618899393948,2.7763517582023756,161,2,56.137800784576655,1,45.61246787016934,5,12.685546682525825,94.47873817335969,83.34508452751115,21.212552670680783,56.03355361281403,83967,766462.7717235575,117834.1402606482,613783,20,2947,672287,1
100072,Transformer,29,South,Hitachi,112.64246043477387,58.19173550158575,8.123091205869233,-0.11359473470349056,69.93399910293505,64.07891161045507,73.99615019930536,15.281860318867153,121,5,56.96780688068361,2,55.90713197049749,6,18.418044025801965,44.1283993826163,89.69169512532693,22.198452989729695,69.66611680392043,20213,842081.6679483645,43018.8906591531,916535,8,3112,830718,0
100073,Switchgear,15,South,GE,51.237964497183,98.93306689044893,3.402538890306805,0.10553635406102947,77.2914231546743,68.13901896989314,99.96841073026266,15.229317084280252,35,2,60.10626452279079,2,46.36696705671679,5,30.03701585549048,30.670346210767725,91.70543936969786,30.622257534690725,1.5751171194305247,8869,190026.47211745995,28938.627227893478,721861,39,2502,308939,0
100074,Transmission Line,1,East,Siemens,64.54594695212246,55.083595731464925,6.8356763834398535,-0.30894580293471163,64.01713009661243,81.62727439555042,51.47965891562455,18.669795759277537,18,3,70.43644477949923,0,25.304499469505714,7,36.11073257047242,61.42677855717349,87.19165044291485,48.01379960971581,2.328664795088331,10741,495779.92134365794,338501.3842256053,439312,43,7136,962602,0
