study_time,attendance,assignments,score,pass
8.018879912718614,69.63653716357081,3,64.56202441899711,1
6.77828481538859,77.6685594874886,1,56.09221343662143,1
1.7572596849554394,75.156623627577,6,40.40517633722166,0
2.454658426851524,59.693153396844636,4,31.060626095021327,0
9.086987696743714,92.94083855840773,3,77.03517413704034,1
6.457861536936309,83.84703914984186,7,62.341429189274926,1
1.0827734645496667,91.89541874259018,8,54.92069864231992,1
1.913243885794289,92.93821396747362,8,61.909332222599616,1
6.971515921972502,87.41779268328699,2,53.45259884790275,1
1.0455542546159682,71.96053006248587,2,28.47028199520516,0
2.4472724627574878,80.52733775077122,4,42.37450648584482,0
5.938604104299275,58.01827030598716,4,54.22607908020739,1
7.227056779234239,83.68227087374538,9,84.2476172801668,1
6.867651335523405,58.96266278696404,1,51.69600160273659,1
3.018423785145038,84.69747952550784,0,40.06010546972111,0
7.409612992127823,61.479908037698436,7,84.38731219095558,1
3.135241787471201,55.877565007510995,2,35.88301390158277,0
3.9285972834334095,58.26422450714787,0,45.95345307080844,0
7.718422646062217,50.09960676095351,0,56.1319335455413,1
6.846696091424932,85.9369808926765,1,59.246029759548364,1
8.6430106944476,86.62005245291896,5,75.59739927223653,1
6.91851603070309,75.74666749566298,5,67.2802174272158,1
6.114777430019244,58.06814005276918,2,46.36196354219419,0
1.8430729104528323,54.177716875534486,3,27.149349782946004,0
4.309442227534902,50.95644832186435,1,36.71884262910491,0
3.386821309135529,58.28740884826104,1,37.8870469097921,0
3.195906790411752,94.54277674915733,6,65.47235303551119,1
9.75709499277201,62.07684208508409,0,64.98375545539396,1
4.537879522000844,67.71356636086078,6,57.31105775015302,1
9.02841899659402,55.26727422406666,0,53.58278801727984,1
6.680247633975366,61.118065237408516,5,67.03810094553597,1
8.153301731874835,75.96122853901025,2,58.94646434644247,1
5.523733837946729,80.38763415478263,7,69.72689179667562,1
6.192134961637232,62.26761570831055,5,59.23633475427032,1
5.432659244369775,52.88660796125586,1,44.42601389652668,0
2.7571868901824006,69.55164345636993,7,47.15010389822883,0
7.502069037353548,61.71016854631671,4,57.51713262870227,1
3.526951261967702,60.9776961614901,7,43.68671260894153,0
1.2188436978830846,97.99314013567276,7,53.674761310312164,1
6.80925066316451,80.8150242962862,5,68.35044450561534,1
2.5939961146634403,77.8439221586048,1,36.785373544992325,0
9.464127259176228,70.78875517616609,7,84.77425260191126,1
9.585357193023286,71.44721667150722,5,79.86750238267486,1
9.233779511984036,77.04525019190405,5,75.317814867792,1
4.331428302298999,84.82149035180535,7,73.40856974624951,1
1.1391095487598069,85.10730480909147,0,34.931521079042014,0
9.354867063289529,58.58469538527248,1,66.98508679882715,1
4.8536573348558285,75.00563760383135,8,60.201921444358845,1
9.699893371393026,70.5979047517051,7,88.44263672844761,1
9.672579793803276,93.52634831346921,6,84.48296411442668,1
8.677085099206241,81.57094606091883,6,75.49783560946054,1
3.6500400286262713,76.62520332079909,4,57.70438931807299,1
4.465879557417328,55.76973210894587,1,41.21369330012394,0
8.660230043651712,80.28189446617057,5,73.56897262453417,1
3.852298046406499,55.860195284011674,9,54.04797730743438,1
2.5254347201748324,66.8603287782876,2,40.93620500360232,0
6.0112113621251515,57.14209824071659,3,56.304958552616704,1
9.425392967447028,84.60368235121845,9,95.37938085803293,1
7.264268170074757,60.31260569180763,1,50.167343044218676,1
6.1305505308042845,69.5929686594013,1,58.27638906021603,1
1.8745884439369167,94.78373888093893,7,50.91277000371053,1
6.535065040292528,60.21581916994852,7,65.18557478596658,1
9.91048465093837,75.39025319793896,9,96.21697168229744,1
2.260756137128716,70.9635830583011,5,46.10648396949036,0
5.664966871273631,50.90620205228649,4,53.35195737682749,1
8.8963576473516,89.63790567864064,7,75.45317652461542,1
7.66691755978784,53.452295315729984,3,60.14276711675676,1
7.273141668957412,73.71275104884768,3,60.556156721588856,1
7.322356755883983,78.03391474694749,4,71.57718472549098,1
4.2354203609777965,81.42132283072935,0,50.5582895892861,1
3.64232659838044,84.43158146539378,0,42.03095231760651,0
8.284250399306622,62.663619176135754,1,58.885130370430396,1
8.291020552112627,50.49893883292247,7,78.38628838801954,1
8.803650867220934,86.17218311774559,6,78.85417143635988,1
9.219164973008242,76.78282996737893,9,81.15798632007362,1
5.60208158974844,91.80588516036244,8,67.38881773175622,1
5.513646652184796,91.06941814503472,4,60.11406176386335,1
8.184656610700976,92.16630838939416,1,66.26636030557539,1
6.849675376999887,74.254732998977,6,72.75175370108289,1
7.31770189531933,66.68141979184328,7,59.60336818627958,1
8.16213402492491,89.5779101295685,6,75.27124110626744,1
9.010048076358096,72.56470565146275,6,78.58216484995499,1
4.041956411663822,59.17210982017173,4,47.01264610438209,0
4.380246573759496,92.74870097807371,1,60.18501734984251,1
1.845837458567821,94.12799383861736,5,55.19377400824274,1
6.204521268965566,73.31548780700851,3,51.01356690720766,1
1.3234804641706788,53.784986365489374,9,31.21265852765231,0
5.190382163192141,69.39130449584655,1,48.89415847656967,0
5.883801712368189,90.17688297313018,8,69.10614727146456,1
3.5788712691545594,95.08870142731143,6,52.4608350640503,1
6.317499345121097,60.17363712487979,5,59.72019235037269,1
1.2745022494514449,53.348680601263574,4,31.53060201930847,0
1.3361336987429298,93.86752265664194,2,34.64608309248634,0
8.403405045936925,69.47024694894377,9,77.73767558918028,1
4.241715772701366,77.08804821337816,9,58.524785690582036,1
2.143544613866963,98.40329060253794,3,44.181254043989796,0
5.700189340493239,53.328236395711144,2,51.206638118128225,1
7.9299419778874976,82.41590037260478,7,72.984950695461,1
2.9423892474715885,53.705271128743355,2,31.620102608492942,0
6.606014282371002,68.77344642332503,6,63.665694623425004,1
1.768127184943912,90.19072725967234,6,47.864092076845566,0
1.4651354905174694,71.67361163778172,6,42.20768340848422,0
5.782191684113332,99.85911769514752,6,81.07998293166487,1
5.865716094490959,77.9529642473301,1,57.57509833469578,1
6.736869113483859,66.05810763179767,9,74.48143459215443,1
7.534822003503954,61.00556629523766,2,58.642714839693376,1
9.782668715162812,67.52602671430809,9,82.27182261161933,1
5.646703134710758,68.62666368797754,8,62.180444705698136,1
3.9066082564712135,53.43568388619805,2,36.012083997141026,0
8.156675752918332,68.47870997133866,1,65.2881451337661,1
3.437490261358668,73.21192598696125,8,46.89462198476304,0
4.950742786350725,86.13688761194024,9,71.5574488132719,1
1.7061074320803935,82.83647423608039,8,48.79528148404596,0
1.2281566907391177,85.43828276145771,3,41.43900944557809,0
9.663835732101326,50.418184093842854,8,75.82509294288812,1
8.523821084609853,60.8833699790268,2,60.37726784254608,1
7.263767854843282,83.08421441999283,6,71.21076000502204,1
4.680576499728429,74.19946840898736,6,55.50947675756922,1
2.559648880637612,50.2656737834173,7,45.9096885935879,0
2.4079333840397745,90.22473212159112,9,61.091110721961535,1
3.252186083481358,88.64047866451688,3,58.378189434438944,1
5.943039982355084,77.42095814967813,2,54.46402663408938,1
7.431363304300561,53.3231662888136,2,40.41601342570892,0
6.941776390459581,88.32575247662923,4,67.15949483013259,1
3.5194050725134858,79.1856793865682,0,42.50601880457967,0
9.593787525968747,89.09799885789795,9,96.27099074247397,1
7.641072250261916,87.58734961979202,2,69.99958749366579,1
5.989186472602606,90.15010359789186,5,64.5095757769321,1
6.5054867161091705,75.90040332023125,2,67.86837636369302,1
4.776400561850109,57.01622590967575,4,43.81819157934214,0
3.229578905510417,83.55787366898443,8,55.84203238543822,1
4.2037541078613545,81.02368925259853,1,41.92632811078229,0
7.820614994179322,87.11265935995436,1,67.33475658933376,1
1.1295413976678028,58.49405030253676,5,41.14095087296439,0
2.0446537645622462,59.74875999501446,5,37.443267201821506,0
1.4140237781957747,94.52047586096643,7,48.752262388801405,0
1.3665592208707311,87.49888992260354,1,26.602653039248423,0
8.699145256099065,95.41142443501614,8,86.68419268204518,1
7.332920734420213,87.93576605819604,1,70.79776873972664,1
5.267564461785927,79.8577652995151,0,49.04397107049879,0
1.8805074458590134,82.70663685139368,9,50.625577215151615,1
5.4245428760514915,94.45639619700049,1,62.98820611857407,1
5.261245937025091,78.94033772559703,6,60.42051043795174,1
2.5588168291901368,81.61956621641937,7,57.74022217201211,1
4.904664843141758,57.82383580018003,4,43.44727697882408,0
4.586542609576361,73.69606100580513,5,58.43080122382849,1
6.542650882469948,85.81985559790495,0,66.69085713019851,1
6.715842857808794,63.54713491581827,5,67.68263925106402,1
1.4077360879484007,60.112709026226746,7,29.736125389433653,0
4.371513531638241,65.69134041122078,2,42.373453574403015,0
6.632739241428127,62.075031399641674,0,50.576448003744225,1
5.528226327220789,60.745631851819795,3,56.91459867518528,1
8.7084085706949,71.24254214340435,0,58.25671491543862,1
6.928242684570505,95.3919256941767,7,72.1641077791423,1
2.466409843732867,75.35298233693591,4,34.912186768845146,0
1.6351187266038685,59.39601904076615,0,21.865398094810114,0
6.78177350385684,53.8485834690437,7,57.805409275135744,1
1.2386017948745964,84.80780725689627,8,55.62488045242391,1
6.2719802314611695,69.13993822181939,9,66.86499627061184,1
9.462072172824618,91.09154732926797,1,80.09245152355354,1
6.179267600882911,82.97553843203852,8,71.87884707012046,1
4.493529335858697,89.81207252706842,7,63.43107484203695,1
6.789593965981179,63.59730197092244,6,62.06994132348543,1
5.12427601442365,84.6179461230529,2,58.856876344687656,1
5.910551103843415,63.203099234685936,1,51.285406452834565,1
9.473183278988726,96.95342397251457,6,88.93566315139324,1
4.474923740206968,81.81871407666873,4,51.95312987314584,1
9.650715074415228,66.2255900087671,5,75.97237274394116,1
9.148155777604574,63.47559311461363,3,73.72801241028407,1
2.762120213103668,59.54632925358217,1,34.824777899320495,0
1.624251707876489,84.7320479446864,8,50.158234495331065,1
1.9070020123968399,60.935780649896365,2,28.045531798615368,0
1.1639964308639477,79.76516329637445,6,51.47006966085955,1
1.8499866468033557,63.23175134626787,7,39.82092494010802,0
7.147060960747211,83.09844723969343,1,62.51357566701699,1
1.6406978361420608,90.74698642702697,5,44.492416964444786,0
3.8707806726438516,88.90126215723265,7,69.7978379966955,1
8.60387779872509,88.04256654653909,6,79.97808589404924,1
1.209447421622433,59.3861202846126,2,25.951363488617677,0
8.330216343300421,54.419247349225934,0,58.56841166185323,1
3.5366929729605996,84.94744142436929,5,49.69999284480286,0
2.0634834485949063,68.41736068971757,7,45.40062403439737,0
7.270634488277356,71.61731132016736,5,79.69638373827583,1
6.660485621018956,51.55745463966955,4,58.2681422747511,1
8.897248121743477,62.97882246375246,7,78.69611695647603,1
7.615639394234972,51.6838201937232,1,51.993818564745766,1
8.231328373463636,93.95928863006239,0,77.89046422810172,1
3.538311153141758,62.16983416092653,0,46.037669517976646,0
2.5969558940175053,77.8668584786504,3,46.608238892817695,0
7.755532764767725,51.94896603305652,5,67.63151974906746,1
8.261512653405376,83.3423695652829,8,81.13644737941766,1
9.91454627800606,66.15136728770469,0,71.37482948056481,1
4.713559092202838,94.89595934788329,0,47.86079524106664,0
4.348162772135049,94.4059094467018,4,52.432016815792075,1
7.987716646677971,66.26453091808739,9,70.38114292518736,1
4.06723186227716,95.0480447845234,4,58.90394261311681,1
9.376815930432082,99.80788367493895,4,77.93457239303865,1
8.725714766587107,91.2707832061974,9,86.51163177923233,1
4.860946246375165,92.24356738776146,5,61.67165457219438,1
7.757839610123476,62.450436805454494,7,76.50078108986388,1
7.7908858667621415,78.83511994288781,2,63.71386448357245,1
1.9281148195233935,53.362795698368394,8,47.21577437082445,0
9.1229761601161,54.745896841083486,0,66.73444441862644,1
5.547271352030714,99.94463060166453,3,58.36320430229806,1
8.438117194969674,66.33196247129555,8,83.70430218566342,1
3.880446409275506,87.40919560244231,7,58.207085116402546,1
9.059709056465804,90.33325265134081,9,87.90376545910166,1
4.502815108607468,92.90116355036146,8,64.98765823107915,1
1.0975388633226852,99.88141487010782,0,35.434590143852404,0
9.148437787773373,62.07482426284339,8,78.28941321553171,1
1.821580091075202,52.017541342984984,2,24.514704556465265,0
3.873822738313734,70.5595758997293,9,54.78070849301409,1
9.550557703457244,56.504033491447345,8,81.3987126132405,1
9.555464322438006,51.12129445810275,0,62.311392190535635,1
6.160940993109575,68.0213413570743,0,53.847655839667986,1
6.686534909528193,89.18691255376183,8,76.45056279978581,1
5.036009697804878,78.30903456125354,5,59.05782883731924,1
3.638896945282581,65.6388994605177,3,46.85021573873965,0
3.957980908329244,82.71710027463598,6,63.69962498360044,1
7.052666104693346,61.600909015440536,4,69.03871496955833,1
7.77137076493912,50.71907230360425,9,78.77460761634796,1
8.124211393532637,88.21766932182138,6,83.43860361291613,1
8.106563285150985,81.18715424320045,7,89.31601580917581,1
1.8208549274382133,88.115131225048,7,51.727932835923326,1
5.449782742323233,51.94690083438328,0,44.460713038541506,0
1.5180288401497986,91.85598139153261,7,60.36654499572402,1
5.94575994091362,80.97631000181516,5,50.391848454615264,1
4.973774512360393,78.169767535632,3,53.25032037926997,1
8.989337644824698,81.23070240572657,7,89.57837759159146,1
4.158235112968708,93.2216623434182,2,57.65898903147742,1
2.053603147848453,79.34682532794535,3,52.90032121180403,1
2.2869251384755227,79.04751899440896,5,45.6863099823574,0
7.85359568545725,99.53395785328829,6,78.97407777133175,1
6.56396256984635,87.8365083534284,3,63.510341621889296,1
1.9101040851051123,72.11469027255677,3,38.77526832159883,0
1.756961255034977,85.36985000164638,6,54.5039992554254,1
7.30872218313208,69.46152358458943,5,75.55277303546467,1
1.6548670572777417,61.44377312417495,7,40.42739386447284,0
8.396740533613206,79.84259384438798,0,67.20152325477137,1
7.3561800444084655,96.40910490569757,9,80.64562379773727,1
1.7321390257770979,96.45697600077314,6,47.0617101910897,0
1.7635394267667273,67.09526390527452,6,46.177562372601855,0
9.87975620651058,76.38387331108476,6,92.3249999695367,1
4.368437161805083,60.58179492849306,6,48.530305885224266,0
4.335779323602019,99.78155547494417,9,70.8281450211501,1
8.315196105317522,99.05589539339678,9,88.07735886421061,1
9.525237196454729,82.47544648537237,7,90.68817822564539,1
9.874009574405838,90.22070298387368,8,90.49367865540901,1
7.780403667330475,85.755008064185,8,70.99624605861013,1
4.386336269778242,79.6579109519734,1,52.847508190043236,1
1.7515064502880189,52.667399849444884,6,35.04033405698986,0
7.994322243346931,72.73821712763305,6,72.7958577755843,1
6.025638247622245,83.73931510837053,3,63.42792535408158,1
4.817998083222786,83.87658069418424,8,67.01713284013229,1
9.157189465852625,68.65613092111917,7,82.66339489936082,1
2.000777340755362,97.08459933290152,0,30.980600677416287,0
5.433625938617732,58.36785161183905,1,49.46003023682283,0
1.1021828029067717,75.01797231077803,1,20.471023956011592,0
5.217945777947136,84.54419882754114,7,69.30081425690307,1
1.5067294811365362,84.85679029459047,0,38.58259090461272,0
2.0693612464126474,82.43194783844078,3,34.233789869969385,0
2.057736220993944,63.76441067259301,9,49.06016925965537,0
6.842892719044572,57.8103284343311,4,64.84345777359435,1
7.71440391338881,81.79701634133554,8,76.86610636748703,1
6.250318885874437,79.96510580697189,6,70.60930800000686,1
9.659552936270877,58.96780051446205,7,66.0610754720646,1
4.373835215713337,85.25695727852818,8,68.93724385334218,1
3.571408776536747,72.75859958668282,6,51.834594952154454,1
8.817392153705143,83.38802958015765,4,75.81422275939283,1
3.0123625466750736,91.86835398850754,4,55.54252619445003,1
9.669002854965502,58.48642142884616,9,92.53738908210123,1
1.109390272208347,50.957243399841836,5,33.26270358776427,0
9.728909440368751,88.95512931978934,4,91.37465541302504,1
1.388439207555185,80.4848712576308,8,39.32124115243027,0
9.02028802328264,84.98197848110608,2,77.92577784991535,1
5.749309981776698,91.90774874943213,2,59.658855269441766,1
9.936683165073703,90.14054674122502,6,84.78448432415443,1
1.6641690826185898,98.04600734644123,6,40.091240442711104,0
5.984688559611887,76.7967539426059,5,66.02140422585452,1
9.72372282057189,74.42478163299526,2,79.32249885984068,1
5.707880597531339,70.0943599945365,6,68.27782474098387,1
6.664587743217362,57.68455214221023,4,64.51075654692504,1
7.261738200861554,78.63036164410113,6,68.03925106224627,1
5.090869582909959,63.85062621629894,1,53.063063356000136,1
6.648022720756571,96.06537561064877,5,79.0414638065367,1
6.258828807307902,79.15954021385488,7,67.74208647443244,1
9.110422094418901,79.64200902540551,0,69.58685449827475,1
1.409017423073121,67.74623304385051,3,28.698185993273043,0
3.528668706330073,52.599467598885376,0,40.82761526458263,0
9.553703356689029,51.58718826864943,0,55.6857375341953,1
9.012374055018247,71.16675720765987,9,87.08675079920805,1
5.100910775071417,54.22826890486189,7,52.78888860623709,1
6.581193380213831,80.34234777700695,6,63.46940713638869,1
3.496430646830194,94.04865028198287,9,54.323106915938794,1
2.6930904375138516,94.14574082593612,0,40.632143795495125,0
