cement,water,aggregate,age,strength
402.22045541721945,260.0713015644723,803.6216646321484,60,28.9230645042178
191.51926619664897,146.74241638208662,1035.7815957938788,279,14.36554823391497
130.7919639315172,208.0023829209021,1045.3166739549515,103,2.0175369147893734
215.90058116550722,276.0158175122916,1055.0752987583742,296,13.90413969009163
164.48851490160177,230.17547380943884,896.8088319923509,320,4.97259435366562
471.87906093702924,206.59155731026706,1085.6210893512507,341,36.76543909561637
423.2481518257668,164.86675062307512,836.5565945327105,151,38.9988245784697
353.36150260416935,166.6003826116396,879.7081345867203,157,26.08808929702326
448.58423607508706,233.89739103963802,1150.9880186617927,206,35.89096419590271
421.4688307596458,298.8278722442335,1095.4892602906266,179,27.288848864935268
174.62802355441434,232.36783796987572,805.4982216045381,197,7.756653965814409
457.0235993959911,211.55668347400498,899.3505041479201,223,33.98808017356574
315.7368967662603,246.13010204784922,885.7625931972658,89,16.954240810488102
422.976062065625,193.04112245674364,908.322531214789,287,31.4168894746739
458.4365199693973,112.02846852015705,899.0239081119546,276,47.21887912023914
227.20138998874555,212.45936317558196,825.0105182971383,236,15.316595011352105
144.0207698110707,291.525056901076,983.5762066387281,183,6.248578255021592
191.17406501677667,135.06058847153193,1093.0933899144661,209,19.58130990082088
270.8431154505025,238.00097816413316,1042.6926898869747,130,14.184691001165229
427.20590636899726,140.1867377318113,1069.148667439232,153,41.64917867225198
444.2922333025374,207.16553689461625,832.4596714144957,13,34.13034287585576
102.78085221247628,119.33528992934393,1180.5962840707148,122,4.737953197384172
304.2989210310263,190.07418725163703,1135.39673353721,359,30.778018223824656
266.9644012595116,251.23266577904923,1122.036127398265,220,19.103649151075857
188.8431241882921,169.5143048477964,1129.193522016707,106,9.706475901120754
147.94614693347313,232.9823448974436,1173.0842032531045,70,6.289464026108375
235.0460685614512,259.08999215794586,1017.701586445479,195,6.171543987399879
477.16388156500767,285.43556389589054,880.1128071470504,186,36.54117486740432
229.2811728083021,146.9284163710907,1046.7134431410163,99,9.073738707984756
307.51624869734644,179.86318316186163,1097.1525974671756,82,17.65646758230065
381.2075835580711,130.48320266608349,1095.1669573416102,75,35.26979671384853
245.4518409517176,298.49670043167504,1008.579609666752,340,-0.3308809135460411
488.7128330883843,285.40019358485904,827.3834877334313,192,45.53383292496925
484.9789179768445,207.99142605611192,948.4451753720512,325,45.52078409840186
200.71291833014567,268.4066588752843,1168.3066433853428,214,-0.4017067231983358
298.89940235695417,204.19159545440846,1033.7795639029705,315,34.82285349644114
220.35132392670786,224.71713760055195,1015.3327773022854,318,27.34979497507328
213.93619775098705,117.82488642320332,907.5414057528774,144,16.03991715898985
114.75477894181311,251.05408409936157,947.3795679666316,216,-3.5496716342879857
343.82573359195874,125.54269672704697,1158.1384356612677,361,40.14695639385784
301.07160929154463,265.21352605050566,1066.5852190107344,324,18.367533939427883
120.59150049999573,256.4056175340772,1114.9548107009332,15,0.19406671235998318
211.45858569464457,241.74893954859527,981.738169227062,217,17.314860261648533
463.3063543866615,107.23207610495243,1052.0988877824632,35,40.55147431445254
195.82475626678897,160.6256711890657,899.353443497283,183,12.175920815642272
157.95794883648924,152.62251398216858,1082.1843321133945,270,4.5026942985144
295.78110411102523,172.02728149430382,971.0405334813349,358,21.404030857697258
494.2601816442403,117.52854935276771,977.0182059258982,100,43.245741465505304
196.82210860460015,287.39156460621257,1059.7289298307528,7,-0.8101833150239477
368.8542189623514,210.76044814247524,1174.5122485875706,30,20.907720398064495
404.64784613148703,161.1048621316047,825.6025386434484,305,35.62754808978842
195.05501759695989,179.39630341485667,1129.897294938803,144,2.7271658605933524
391.2865394447438,189.44050810096712,916.9532441648772,111,26.370813461319372
247.11325308770128,220.11886667212346,977.5677818025512,232,25.748351943149064
352.92233223743176,203.13588553929955,808.7653315100035,179,25.198095711077833
353.41188430435784,283.87839464288345,920.4184311337252,72,19.513651657272355
314.3098736299034,199.39269658116604,1001.0524970520522,210,21.811623361357835
136.11590802176332,298.43160296466255,822.4704309389756,220,-0.780751253328458
434.1209982356952,270.28499154901914,996.4382917532661,80,33.57219459531048
228.31202598869433,141.70210287146716,1170.844251543371,83,19.100428221185084
174.6074041599417,286.11904292878324,842.157287243122,42,1.6209962042324062
116.31005662190557,123.27327957709522,1105.7762912302019,273,7.128154567646085
336.35717727529675,263.48994169823834,963.868421350397,191,28.93508623256805
371.02574473691294,176.12465869531601,1062.0694858097352,173,22.474817766574247
106.63513157114247,275.59486408901387,904.0946391940918,7,-3.334140130080054
304.8372233197124,273.61133802149004,863.7969050165433,155,19.029388132652898
190.59831007917518,261.1850800235242,864.1850457084906,10,2.2171627062457313
358.06911616377994,258.0060872614123,828.1967782572578,34,22.67092423585089
169.74657160199658,160.93582781960816,874.2586819604973,36,4.7294834652098325
376.37509524098635,116.18385661025044,1065.6877539955872,6,35.07416204709364
254.69413852021495,180.5960357530323,1152.6762447374033,215,11.898578786847985
474.6919954946938,134.70490299730173,1125.6502742364646,134,47.38562271170459
155.0083776583973,238.99021778049234,1074.0537239497937,285,6.034801091367327
236.4265404201034,169.2199453075571,844.1727453644411,126,14.201487479463934
145.38940849623563,295.122040171983,915.6749785183799,337,-1.8706466572469536
469.8774473114251,228.1944154690664,923.9227501289876,174,42.471312937626514
450.9357413523924,264.4961127268722,899.9827785590485,152,30.12945782872584
203.17665108606224,126.50493454836969,1006.0022638838892,331,11.466175583715323
363.99361841367164,272.4028964545245,1014.221525951869,26,28.29653361368154
426.88888008048633,284.55143810267884,942.7543900684441,115,25.0897870354414
322.0803246397849,197.41238376378718,941.5156634945744,284,24.705001705066696
311.8602313424026,221.2505875501955,1131.4222391624326,75,24.9675126354168
196.74091636018068,252.96196018059908,1115.7171393278743,166,9.475781640892885
137.2411071223597,134.9677254520825,923.1183326722983,189,17.519982168981713
458.8863031813307,200.51321529268847,1165.5153775493036,78,32.46821771206026
460.1672228653322,179.73260555446262,1181.1260068010024,90,36.87753532581139
353.24058290930714,129.2747984324498,930.6970168120163,176,29.954427667969817
235.61191641948028,173.50688445830627,941.7699795172219,21,18.20202218190269
239.68382984506437,113.63446187709872,1002.2536613687835,54,25.269775529841965
390.38227154809573,105.16238138989739,1176.4483250134695,184,35.988190633458196
458.84410398103086,127.03325783096454,1150.5277732569245,359,42.434428354753436
454.8345697060469,292.62302231783474,841.0271850334359,222,25.657346515563624
411.9502183430495,209.9059071790034,957.0922973085665,315,34.41163242433825
356.8126584617151,293.164432230644,1021.3484758999087,328,21.051544184657043
133.65598599801953,186.4995756660264,1001.252989020616,179,8.922801369494483
164.6514856378455,162.3632266170519,877.5452271747571,276,9.058566286841813
459.4216754108317,201.22837256804883,1143.5267084672619,112,35.797558640830374
342.57162386383595,187.902337726582,1070.776313198735,224,19.800705427136656
103.67882064665186,121.13293685234879,1135.1633499407214,214,-2.6060251967649464
140.58861714641284,228.16526293804125,1143.505711739789,59,12.545533768657277
365.40070764322235,143.20763650191992,1099.342341466296,327,33.29810848705262
102.02463353848748,223.91759097956592,975.684240499887,109,2.1182611930234945
164.32322056699945,230.04021847963068,1044.21870200617,157,1.938836316804645
319.49351574663444,130.40497062572962,864.1461624478973,191,31.71672107927003
376.7580790770773,112.26992542213364,1069.458166989963,200,37.538011116122846
360.7845038010402,256.152317213688,871.7013022957123,312,22.378698547305575
189.7077237842239,191.96008475386404,1077.5798362040628,196,6.0352409615022555
384.8716885390144,111.63275910109516,891.8392643015875,35,29.592892479710315
194.89963499872005,298.97326343395343,847.020520060088,246,6.859887084638773
230.1598792637071,111.55611219927333,866.113796057183,237,20.64371733210817
398.59656204720966,239.00704577171064,800.7968540876282,104,29.14127395732869
359.85315961888585,296.73578505268273,1087.495847141412,7,27.71217725245547
439.6893641976712,147.8360208431851,1092.9604196233518,283,35.832351127127566
363.04515692013734,128.44987373743925,1005.9733399653038,1,24.458712049997178
327.32344133418866,124.27698788448578,864.5451204221534,219,28.708989848453683
137.469907131237,160.6550295135191,833.4217350042759,230,-0.45118484170698636
247.0863212237734,120.20916220212933,807.6515865749149,172,23.896861504823967
206.08094707269018,238.4322683388264,866.2992707860883,87,10.046297612708331
197.5958573516334,112.45835962601254,1156.3422139932586,41,12.856477549312983
489.2042219009782,201.88442562995795,896.6147366806726,123,38.08843654235423
257.23908986670415,299.33937077059534,941.7085308868863,331,18.616919358746813
456.8186220708453,262.79405390120377,842.1381937925332,298,39.912899188717
352.45545039890516,223.04388764620217,888.9445218992681,178,24.641491365513644
417.9245214166594,161.25072415732234,1007.689828312082,63,37.31876005158922
301.0548372420768,224.77916725832767,1043.101073238261,165,24.83337767049299
330.76155385054363,205.4082927823303,898.1409256664845,187,26.353371874061413
297.00707752754556,185.21667677807432,823.0928636900469,209,21.502548815707215
178.09719511921782,126.1420753480399,956.4131476509594,227,15.678454281972792
388.9808461046021,277.32084304809337,893.6813483705337,48,20.316609243408674
212.30894497634233,189.9569297642645,887.8215692919208,224,14.328575855890637
109.72638657258153,138.924502364153,1183.9451210853822,3,2.8907822609192193
358.1889183628671,173.5518701754579,1046.5201943702896,175,26.941970208546483
170.84427176281957,182.82595050578539,1022.7513772688384,99,0.30052459167553813
476.18343374116574,265.50757911337485,966.3100414093287,116,30.364975661385685
481.5714308010349,246.7228761122804,971.5777333720578,270,36.09152515386257
465.9457560881794,253.86097872826795,1016.3620015352324,253,40.90672257559832
248.06348010217775,102.20625288572944,1078.5719228144428,317,24.29515281795124
106.18264661154697,183.2307996359523,1080.858438472732,95,7.105095919496592
471.32742503509013,196.26883032706473,868.6775630821799,273,46.26386789915642
271.2736593269257,103.83845536461133,1000.0451008306508,24,23.821988890709484
486.6619276174678,151.96264174900685,964.7832380136408,116,42.92952772769792
485.44799083570115,252.057964624427,1148.2107865077537,151,32.586930868922714
441.203782186944,127.4219411457998,1052.5675684873506,338,51.06263748427096
217.77955682783426,207.06202629051833,1013.0016265663927,50,4.835634009706559
254.0390914407701,143.04037440344752,846.157856871567,206,20.905560864947113
440.45466860674276,102.42415492877865,1042.2551557293646,335,46.43825413196226
226.76880206251107,148.24029151990828,846.8815622720933,79,20.288553517912383
167.797098674437,295.1747509820108,934.8826302263008,70,-3.054473133853458
322.72050498334005,260.3074223765979,857.1367859257327,27,17.427164365166153
474.4619096643124,291.9153288642067,1076.8294588097476,271,31.565650662632585
378.4119186699892,197.5708087852725,882.5008455344611,50,18.560480279905192
328.024468035746,121.9472397355007,956.7437492752103,292,30.27671852552438
138.8705975083074,209.5918977947386,1158.2699110475114,247,2.289387879893927
346.00289067966787,190.8754669119922,881.7265533595881,264,35.22392714592391
496.0215400417053,268.8714165479232,1003.1220255835117,79,40.02445536771773
156.0336060946096,119.61651615684892,967.7086644664088,190,11.729544552689049
307.33186094549467,197.64822740435562,807.2496164182919,47,18.95727706247734
450.94922877118216,130.00973293879684,1117.103245429125,361,42.78001657910676
396.30744710168176,164.935185378012,827.6183625258399,354,33.64461636168868
378.8062963981072,247.47141547755993,989.7020083907814,352,29.374754410398264
380.9936335948437,195.2036258737533,1024.27131797558,189,39.73736091995655
243.79646048790207,175.17765702915386,1051.370582645835,256,12.856982420594125
217.43673770579733,178.89525571400708,1075.4526517231502,222,14.175701641638012
423.74446219140543,191.88935368119732,901.308953409086,241,38.7219205365918
424.0453578716723,257.00330876741134,803.9915106633797,269,30.243666139867543
446.8289274320415,278.4169377880469,1089.3774649419647,1,38.67475505684365
465.2962210225885,291.06693730078564,1014.2626397390314,34,35.708571002278774
304.5369595443751,257.380677251059,1134.4470812828995,79,14.780210016036442
300.60651787487984,163.08137914960255,1128.5553451602777,236,25.286926341382767
419.31807158671006,237.62694121730843,1137.3304671151532,334,29.86741642686658
359.98557231110607,187.5206248110784,994.037863991816,349,26.12923441878622
380.7867509030813,150.93412440921023,933.4513583347463,98,30.810978971299715
418.31706777444043,268.1743158851845,1116.623281036548,82,35.56179679269373
456.00213672702654,107.685269792465,980.517645211702,192,45.86317538200299
235.19806274061432,280.3523984270847,873.3768785613738,253,11.919298320220916
250.2331810559776,192.2954929249468,1141.9896078245897,38,19.694474433362387
137.5927759363476,227.44029536165607,1153.0239507089389,14,3.8703563776311
331.3120563984696,231.87078444115653,986.5239024560681,347,19.158201289662692
114.37690951869683,279.0235481413073,830.279890923915,310,-0.13917455113723398
286.2392072529841,227.33393643344147,955.1304359667724,209,18.981425923719012
317.05785388303065,222.78671695201234,1121.4150637850414,357,27.944901225332263
214.61650085131376,113.33040811213799,1160.7096114184915,89,13.852777176513996
336.3333042276043,203.6816043890408,881.3890969990383,56,19.445927325004533
112.20009997561976,130.03380016340833,826.7894448101086,94,5.430585205457526
114.93927549968576,247.48675374429712,1150.9401812531355,93,-3.1775326572190434
429.0402242638633,202.4443841625349,955.7619755915501,340,34.56425712034141
244.07625656450514,236.04555584167065,1016.7043857070253,85,13.050949999911351
150.8242050607539,108.33458012047686,1187.2263248203035,245,10.200470681429273
308.89730402192174,116.95840320916065,826.6258911656892,22,30.077723955998223
407.99742123944435,243.26467761253645,1059.3272029808381,291,38.61798377333972
186.32841099873727,114.41686719973467,829.6421690299468,272,19.946551454678065
349.15619032760014,114.25134555305172,950.1875713866002,306,23.407065929333108
134.1389859975072,102.42169504697749,1121.5258180773787,122,6.302945535892676
120.67268846744308,291.30027965989603,973.3888931022537,128,-2.1110057314114696
312.54185262725923,247.50167189180138,1198.8729415611801,113,10.777735371385475
316.2540486440426,170.65028170041285,1023.6237139786408,273,21.443432193637214
354.9719605992826,159.30711625753105,928.4648610543813,336,29.93469040088896
390.43653348906463,169.9406459491699,888.0445303619013,130,29.601750645802664
490.34083178501385,254.93070623623638,940.2082137144647,132,37.65079875323416
306.52013932047817,232.27412221408287,949.0133095038203,85,12.984166014958905
229.1825891764984,137.03911357349358,827.4854710895844,350,17.26489148539098
418.0744779074815,134.82186706681688,947.8296797707093,81,36.63590319104021
208.3329005048297,119.67912994267947,985.69540789569,325,18.15034091047335
275.5885682822544,232.06054394026762,1089.095100895522,69,18.880297519451478
131.3825525369064,252.87453244434718,1062.6917938886431,148,3.9174004414609453
110.140297366183,153.0092856650008,1083.5062620916617,16,1.4880306095974385
485.05936587117003,104.18899220618256,803.3454727507428,307,46.96708139218349
434.3920482048823,116.43433349528547,887.0669598322145,105,34.66752267224877
378.38968243747917,293.5720069690061,1064.6737153599427,165,23.459226300161173
263.58117776570793,159.08895549548404,993.5957472718989,201,15.135582642048064
169.3177280283383,253.84462956762673,802.1253902673384,197,11.536663485833785
162.5748170684344,224.93271377085276,1121.7978569727288,185,5.493374515647143
200.09715926583812,176.38792793057917,1109.123829316135,322,19.730036761195173
319.69066588244823,141.13745243911103,1019.367665197425,265,29.1196743097315
385.83836908002496,124.27728363188129,826.5853303105089,363,31.57166141812728
364.0789506870925,223.00259360777332,1106.606019813034,100,27.513298383328184
211.97355877837714,254.9267561275576,1033.4854350925457,342,15.919609396899059
481.94611226527763,228.78085070822613,1112.7839908631836,320,39.5676647331039
395.1587666783074,206.06042664983167,1100.698796958336,214,31.723002097045356
321.7416210045603,108.39024468632725,1121.200828783135,278,26.777363324364277
344.6882984937409,293.69775551887676,1007.20322656185,162,21.524458205816988
267.84002497111595,259.7428383309149,856.129807277406,157,16.556351524576563
199.09239580046298,158.56440734019296,1068.4629893518754,251,11.596940142444101
242.38907146050462,295.9940658717701,1048.1895140207882,97,5.012724169063688
403.13844418574763,220.37631792726444,1096.901274879635,18,35.91488102012752
105.75739545190234,216.48453164144928,867.9524024202941,327,6.042115493041477
146.4290562027665,249.6146358859064,877.9900799601157,97,0.39388329912440767
118.4010568087011,262.3539576180275,1156.1638068877314,1,-0.16930591424098917
116.29152092758805,231.29572146630053,1099.9911193808284,216,-5.168527318921166
442.1842336044029,125.61914927324,1163.2913954801293,132,29.372111027226513
381.46314375200944,167.65350119889968,1103.4861284655683,260,37.784304752644964
289.6695316349301,285.61672806520994,1038.8621223961209,125,17.083872461540217
139.1336642604006,144.92312236877038,1061.6530948111495,82,7.248697960178459
296.64635004673295,174.43340476750268,1155.651169576004,283,24.936250790362923
289.3887083122263,186.4153765888392,1031.5227018047763,171,37.45876029637918
169.28074796400608,187.88099793889043,1052.956529731355,59,12.469501330682707
273.5406596951892,222.5879164989051,862.5906864014403,32,11.317468812699634
259.40189375894937,288.6151675489415,989.5684880464411,161,4.717549038846238
346.3400392208866,148.13854236650099,1086.5588447832397,284,35.33975562056069
354.0374603470575,124.30027526018361,908.3770793265462,106,34.52921154284661
118.1216039088178,139.49409797198746,880.901672209814,105,8.762759330034612
249.8450458505885,277.3849800418539,925.5307232897662,228,9.330860428469189
350.3439662856946,229.1621625310412,896.6002511971334,188,27.272715451437275
301.2545034320351,157.18135784783203,885.9650548145584,70,19.349656607094584
442.5959364753289,263.1893877937234,969.9403371472348,318,37.59403368795153
363.477452647578,272.2739992726872,1163.1354055534136,290,30.547329837485144
165.17377083257188,269.3028677380556,1002.8238586954873,87,1.2048699022067306
128.22749896017194,283.7853067279109,875.1681523261292,362,7.912535365698768
356.96771128252624,150.4482040346723,830.7886677523496,56,29.30862292433256
110.60452421664873,251.00838574925567,1078.4624580551701,113,2.0993991964120164
334.3102325093853,192.107899454828,953.1195057745551,13,17.407461459743107
476.092096569983,268.39971057801233,1128.7323786341437,18,35.530296657872185
330.1896711503516,245.69813543232263,1063.8043074563082,182,19.17613840634569
255.26797048260877,255.28948929994493,1118.4965802165475,113,16.2654898533345
357.3152873769413,231.2323675362143,908.7784157673796,229,33.79572370913972
283.30115619660666,135.48575389394136,1076.943568984423,171,24.713428971545362
318.24671572637396,209.00538377938767,905.6247938774875,295,19.820127851502093
476.5859235106101,296.93394790490163,1175.6273917801166,189,37.834225414703866
254.4410551203097,287.47761329942375,1054.5497126133498,79,13.869168575998366
484.4762255295657,108.63474715940234,929.8047200701368,146,54.768893926988
462.14025678242547,132.96296314588744,907.804744916909,182,42.6557173254529
178.31645391571857,126.34575469091239,876.3706340286574,286,11.446982700905895
127.74452035006618,245.1959819970591,1077.8563835574912,250,6.867859063385551
140.31120055097065,263.557065971389,887.486245199171,354,3.7548763949996458
107.28873026061989,142.70227326213438,1038.1213063709956,314,7.135014311514139
137.77718430237135,201.1705385903658,905.854010770143,196,1.036811348841085
373.20270936654276,268.14060560224,1064.7875779175474,323,26.531066592525207
128.4754593840916,246.56030895325011,1125.9758914162157,71,1.3835539781988353
227.59025211750452,208.44744109836967,1111.2100972578612,248,14.174909778147583
437.95012438778184,218.06953809175457,1104.3405323723127,146,31.397098722036354
109.30877429433035,201.672109383256,875.0889622769008,106,3.3484176119967124
425.7873930355743,159.50969026376413,835.3539787938075,263,32.61589270616006
212.74190990935998,213.00439857180322,1079.5795313949543,296,7.788998059725864
147.2659310486625,237.77706041001812,947.3388855177406,70,7.085420937997549
378.6948661456603,274.66458317216154,972.9384905613389,193,29.155008346394375
351.5771387119536,227.25827079584963,812.4596371173565,68,17.93677792800112
450.98880541082116,252.2243074086316,903.8305797100197,305,26.38988993848822
394.02841752155433,132.01432699091458,813.4705615497857,52,28.278415175626872
421.39237215393945,192.31149488395798,1151.674309040499,363,35.51216749883006
212.8138290285226,101.86632396541866,897.3586732874122,285,24.809814578408858
170.97581751188915,149.3357729043246,1022.9348678292032,334,12.207070266910085
400.24590065634334,245.29234302260096,815.5917282644522,9,24.00316767086413
422.7338957069056,298.36199026987265,1066.7389565222632,251,30.60822120261224
496.2020568002693,119.83561991744318,929.2109383016375,332,46.37834410790687
265.0470707645706,180.29886317225765,1159.1676747830663,298,13.56472738057919
248.80723431711326,260.0141937398319,1155.2472755736144,184,6.844699320126175
410.56518429679875,140.80712692577976,930.1162473446991,179,29.06517457281442
236.32141610120715,211.01698986045724,1160.3843582761872,198,27.460549791637536
472.3029302414259,246.61425920593496,1198.4630693995116,128,40.479487265213905
443.3651007372047,223.1970900520358,1130.1662656495791,20,30.408075278441878
271.5976109500074,137.60494692308322,1137.9485391020917,328,29.100847862991237
400.34842711659894,171.0769137371479,899.603494443636,65,29.29071558649518
401.81714963387293,256.75835689707947,1030.6809595431025,182,34.539699103401965
141.24954753437305,210.84530282640333,826.9023655869471,241,6.394221897464411
461.0211626718267,101.04592270858255,837.9671747286679,24,37.995563882767065
302.10094897914286,252.19815200561877,1199.5570448133162,83,21.829289026778195
430.5829864430967,107.06227098804781,930.6556997703644,319,41.5827829585257
228.0198404122447,249.14675654624642,1099.2735648195385,185,14.185985074808778
458.2092913984802,140.4961120330475,1122.6660212107265,316,43.0336586541162
