satisfaction,performance,workload,years_at_company,attrition
0.3143559810763267,4.658194655394236,45.96126488930942,5,0
0.5085706911647028,2.7360838908350353,75.29558356173237,2,0
0.907566473926093,2.034846568621764,36.33185627591872,6,0
0.24929222914887494,2.737613276026439,38.92598946362993,7,0
0.41038292303562973,3.893791271400004,54.65150625794011,14,0
0.7555511385430487,1.036216646321484,34.096921951907305,14,0
0.22879816549162246,3.3578159579387887,39.79900923508809,7,0
0.07697990982879299,3.4531667395495163,77.18831911060072,3,1
0.289751452913768,3.550752987583742,78.82448305739436,7,1
0.16122128725400442,1.9680883199235089,48.8129664665211,5,0
0.9296976523425731,3.856210893512507,76.16430105069679,8,0
0.808120379564417,1.3655659453271056,57.24123378367159,12,0
0.6334037565104235,1.7970813458672033,43.487123293688356,8,0
0.8714605901877177,4.509880186617927,65.11993605402994,7,0
0.8036720768991145,3.9548926029062654,62.94509032874286,6,0
0.18657005888603584,1.054982216045381,79.45626595543666,2,1
0.8925589984899778,1.9935050414792008,43.252364370464164,6,0
0.5393422419156507,1.8576259319726582,63.60297513308677,13,0
0.8074401551640625,2.0832253121478903,32.601187751472345,12,0
0.8960912999234932,1.9902390811195456,35.68230193483597,11,0
0.3180034749718639,1.250105182971383,30.195918747554664,9,0
0.11005192452767676,2.8357620663872813,79.97303405298365,2,1
0.22793516254194168,3.9309338991446605,70.1136848573739,1,1
0.4271077886262563,3.4269268988697457,69.33615073667704,11,0
0.8180147659224931,3.691486674392319,55.48630376440899,13,0
0.8607305832563434,1.3245967141449566,45.003354145272,5,0
0.006952130531190703,4.805962840707149,37.5632142231338,11,0
0.5107473025775657,4.353967335372099,44.23373694232318,6,0
0.417411003148779,4.22036127398265,48.79856109645696,3,0
0.22210781047073025,4.29193522016707,67.8155048490147,8,1
0.1198653673336828,4.730842032531045,56.98308944515762,7,0
0.33761517140362796,3.177015864454791,33.87418132777413,2,0
0.9429097039125192,1.8011280714705036,30.901450447945614,12,0
0.32320293202075523,3.4671344314101646,35.116608976703155,7,0
0.5187906217433661,3.971525974671756,50.524935684868964,1,0
0.7030189588951778,3.9516695734161016,76.65964585245092,9,0
0.363629602379294,3.0857960966675204,61.87012406046108,13,1
0.9717820827209607,1.2738348773343122,70.09129499377576,7,0
0.9624472949421112,2.4844517537205113,53.31872972522743,6,0
0.25178229582536416,4.68306643385343,48.08330415975214,13,0
0.49724850589238545,3.337795639029704,35.420018635831134,2,0
0.30087830981676966,3.1533277730228537,73.79665110931025,3,1
0.2848404943774676,2.075414057528774,69.15800145139514,1,1
0.036886947354532795,2.4737956796663156,38.40590487988626,10,0
0.6095643339798968,4.581384356612677,55.61302819381302,13,0
0.5026790232288615,3.665852190107343,54.36874039606224,5,0
0.05147875124998935,4.149548107009331,61.25457763432643,9,1
0.27864646423661144,2.8173816922706205,77.30934469956307,13,1
0.9082658859666537,3.5209888778246317,58.98857208812398,6,0
0.23956189066697242,1.9935344349728301,57.01086333893093,5,0
0.1448948720912231,3.821843321133945,32.5161466467332,12,0
0.489452760277563,2.710405334813349,33.1453738009012,3,0
0.9856504541106007,2.7701820592589823,39.367339566339446,5,0
0.2420552715115004,3.5972892983075266,31.623538584587415,8,0
0.6721355474058786,4.745122485875706,67.16764477850062,12,0
0.7616196153287176,1.2560253864344837,66.16651519969815,2,0
0.23763754399239967,4.29897294938803,36.802811721582145,5,0
0.7282163486118596,2.1695324416487725,71.80394503976405,6,0
0.3677831327192532,2.7756778180255113,37.7393017423056,10,0
0.6323058305935795,1.0876533151000358,45.05877934986794,8,0
0.6335297107608947,2.204184311337252,42.44884495806825,8,0
0.5357746840747585,3.010524970520522,48.615354928652394,5,0
0.0902897700544083,1.224704309389756,42.73318829449809,9,0
0.835302495589238,2.9643829175326606,54.4475463219226,4,0
0.32078006497173583,4.70844251543371,50.37039406773427,12,0
0.18651851039985423,1.4215728724312209,79.32847453896633,9,1
0.040775141554763916,4.057762912302017,32.796317506411285,11,0
0.5908929431882418,2.6386842135039705,37.10906881936758,7,0
0.6775643618422824,3.620694858097352,32.641294695430126,6,0
0.016587828927856152,2.0409463919409174,61.29205974911879,4,1
0.512093058299281,1.6379690501654331,32.72546387068598,2,0
0.22649577519793795,1.6418504570849057,71.82198686880616,8,1
0.6451727904094499,1.2819677825725786,55.59693153409639,6,0
0.17436642900499144,1.742586819604972,56.35038122907669,12,0
0.690937738102466,3.656877539955873,58.079725385609706,3,0
0.3867353463005374,4.526762447374033,38.54068531531054,7,0
0.9367299887367345,4.256502742364647,39.88451515572438,10,0
0.13752094414599325,3.7405372394979364,45.94086614365023,7,0
0.3410663510502585,1.4417274536444107,59.67482079109257,6,0
0.11347352124058907,2.1567497851837993,40.505888797010726,2,0
0.9246936182785628,2.239227501289876,35.81658635666306,8,0
0.877339353380981,1.999827785590485,78.50584432092161,1,0
0.2579416277151556,3.0600226388388925,31.099090740481145,13,0
0.659984046034179,3.1422152595186903,70.13487026680107,1,0
0.8172222002012158,2.427543900684441,69.40175747875111,6,0
0.5552008115994623,2.415156634945744,44.8607056922548,5,0
0.5296505783560065,4.314222391624325,36.78133080036567,9,0
0.24185229090045168,4.157171393278743,37.28143233527117,13,0
0.09310276780589921,2.2311833267229826,64.87158086185963,12,1
0.8972157579533268,4.655153775493037,62.140329554308686,7,0
0.9004180571633305,4.811260068010024,69.13728371256934,2,0
0.6331014572732679,2.3069701681201633,76.87405861995524,13,0
0.3390297910487007,2.4176997951722194,64.5963681633296,12,1
0.3492095746126609,3.0225366136878353,37.79257682757218,7,0
0.7259556788702394,4.764483250134694,42.17213083827053,3,0
0.8971102599525771,4.505277732569246,72.10968654365573,1,0
0.8870864242651173,1.4102718503343592,40.465303791710426,11,0
0.7798755458576239,2.570922973085665,33.62611584772407,8,0
0.6420316461542878,3.2134847589990874,65.16400270211253,14,0
0.08413996499504883,3.01252989020616,50.1263177745071,12,0
0.16162871409461377,1.7754522717475707,76.00200262729518,3,1
0.8985541885270792,4.435267084672619,62.51275355468308,11,0
0.6064290596595899,3.7077631319873494,34.52094888958304,8,0
0.009197051616629648,4.351633499407214,77.39282836268303,7,1
0.1014715428660321,4.435057117397889,42.927863182012295,12,0
0.6635017691080558,3.993423414662959,46.86062452031429,2,0
0.005061583846218687,2.7568424049988693,50.1130206841771,13,0
0.16080805141749865,3.442187020061698,32.56121482021566,14,0
0.5487337893665861,1.6414616244789726,54.825771111530244,14,0
0.6918951976926933,3.6945816698996308,36.16592455376461,1,0
0.6519612595026005,1.717013022957123,50.048516334417585,7,0
0.22426930946055978,3.7757983620406272,47.53548939960422,13,0
0.7121792213475359,1.9183926430158746,68.64200417132517,1,0
0.23724908749680007,1.47020520060088,70.15852558163655,6,1
0.3253996981592677,1.6611379605718297,37.6706441194544,13,0
0.7464914051180241,1.007968540876281,48.32755936896131,11,0
0.6496328990472147,3.874958471414121,48.66765805159159,10,0
0.8492234104941779,3.9296041962335164,37.570522196804255,11,0
0.6576128923003434,3.059733399653038,69.92267525255953,10,0
0.5683086033354716,1.6454512042215348,65.36141641677116,8,0
0.09367476782809248,1.334217350042759,39.51908931485174,7,0
0.3677158030594335,1.076515865749148,48.33609542968995,4,0
0.26520236768172545,1.6629927078608828,35.29025124282571,1,0
0.24398964337908358,4.563422139932587,61.4103298546522,1,1
0.9730105547524456,1.966147366806727,36.06859622743099,4,0
0.3930977246667604,2.4170853088688626,79.29670843124589,5,1
0.8920465551771133,1.4213819379253327,69.03410373439311,12,0
0.6311386259972629,1.8894452189926811,49.511927479199755,7,0
0.7948113035416484,3.0768982831208205,58.92819661396772,14,0
0.5026370931051921,3.4310107323826102,75.56709081082045,4,0
0.5769038846263591,1.9814092566648442,57.704964019791305,10,0
0.4925176938188639,1.2309286369004688,38.72492431989776,14,0
0.1952429877980445,2.5641314765095946,48.93516777905796,12,0
0.7224521152615053,1.9368134837053366,72.15724325148727,1,0
0.2807723624408558,1.8782156929192078,62.210650799480895,11,1
0.02431596643145384,4.839451210853821,62.536219216690014,10,1
0.6454722959071678,3.4652019437028962,73.34107428442445,7,0
0.17711067940704894,3.2275137726883836,74.69865287312524,2,1
0.9404585843529143,2.6631004140932877,75.98962858897181,13,0
0.9539285770025874,2.715777333720577,34.74245966265781,11,0
0.9148643902204485,3.1636200153523233,57.20630009815504,2,0
0.3701587002554444,3.785719228144429,67.02547606091593,8,1
0.015456616528867428,3.8085843847273178,67.84634225635068,12,1
0.9283185625877254,1.6867756308217983,60.33581009850019,10,0
0.42818414831731433,3.000451008306508,38.339366759183704,10,0
0.9666548190436696,2.647832380136408,69.8710276970832,10,0
0.9636199770892528,4.482107865077537,66.00556667574729,5,0
0.8530094554673601,3.5256756848735056,34.30678857745181,10,0
0.2944488920695857,3.130016265663927,53.19049123371882,2,0
0.38509772860192526,1.4615785687156695,38.69886997609018,5,0
0.8511366715168569,3.422551557293646,46.873852285648596,8,0
0.31692200515627766,1.4688156227209337,30.904054610284273,6,0
0.1694927466860925,2.3488263022630083,50.01649342053791,3,0
0.5568012624583502,1.5713678592573275,57.49384605781052,8,0
0.936154774160781,3.7682945880974756,60.97912964135434,14,0
0.696029796674973,1.8250084553446104,63.17451725643551,9,0
0.570061170089365,2.567437492752104,71.814565655123,5,0
0.09717649377076854,4.582699110475115,40.7731453637865,13,0
0.6150072266991697,1.8172655335958812,36.0240911219234,2,0
0.9900538501042633,3.0312202558351165,72.57685859489628,2,0
0.14008401523652403,2.677086644664088,37.8306407446325,7,0
0.5183296523637367,1.072496164182919,78.73800406680976,1,0
0.8773730719279554,4.171032454291251,72.12691146993185,10,0
0.7407686177542044,1.276183625258399,55.04383029447996,12,0
0.697015740995268,2.8970200839078144,79.07107124610127,2,0
0.7024840839871093,3.2427131797557998,34.86883645540021,10,0
0.35949115121975517,3.5137058264583483,45.15328805875508,4,0
0.29359184426449336,3.7545265172315023,61.91122075203057,1,1
0.8093611554785136,2.0130895340908603,47.50034342365893,4,0
0.8101133946791808,1.0399151066337975,76.41862759903958,13,0
0.8670723185801037,3.893774649419648,33.281304408890875,12,0
0.9132405525564713,3.1426263973903144,57.47059160304823,11,0
0.5113423988609378,4.344470812828995,59.54331336975572,13,0
0.5015162946871996,4.285553451602777,62.63640618886121,10,0
0.7982951789667752,4.373304671151533,42.78331116659072,5,0
0.6499639307777652,2.9403786399181606,48.22832137599322,9,0
0.7019668772577033,2.3345135833474626,72.18402648324889,1,0
0.795792669436101,4.16623281036548,39.74713844850799,12,0
0.8900053418175663,2.8051764521170197,71.3433923586681,5,0
0.3379951568515358,1.733768785613738,58.13277114513712,2,0
0.375582952639944,4.419896078245897,68.1093755597041,9,1
0.093981939840869,4.530239507089389,65.68036831317357,6,1
0.578280140996174,2.8652390245606805,40.375574769243954,2,0
0.035942273796742086,1.3027989092391499,58.440636821693644,14,0
0.46559801813246016,2.551304359667725,73.38615764025462,3,0
0.5426446347075766,4.214150637850413,51.605811840096464,14,0
0.2865412521282844,4.607096114184914,78.32953851116584,8,1
0.5908332605690108,1.8138909699903834,52.610755005085906,1,0
0.03050024993904943,1.267894448101086,37.139281833394236,12,0
0.03734818874921442,4.509401812531355,49.47173400388366,3,0
0.8226005606596583,2.557619755915501,77.58512031952685,13,0
0.3601906414112629,3.167043857070253,45.986042466992714,10,0
0.12706051265188478,4.872263248203035,73.40490799335313,1,1
0.5222432600548044,1.2662589116568914,74.0625340840945,11,0
0.7699935530986108,3.5932720298083822,47.509326216598055,11,0
0.21582102749684318,1.2964216902994683,34.16288290253161,8,0
0.6228904758190003,2.5018757138660015,66.22789545794092,1,0
0.085347464993768,4.2152581807737874,45.575614950699304,13,0
0.0516817211686077,2.7338889310225376,69.14618071287862,5,1
0.531354631568148,4.988729415611802,52.13274241302166,4,0
0.5406351216101065,3.2362371397864087,54.26333711713108,7,0
0.6374299014982066,2.284648610543814,68.89547033742684,14,0
0.7260913337226615,1.8804453036190125,49.118166553081394,5,0
0.9758520794625346,2.4020821371446472,52.15636726614572,8,0
0.5163003483011953,2.4901330950382032,48.80952343848111,12,0
0.32295647294124596,1.274854710895844,48.367025763864,14,0
0.7951861947687037,2.4782967977070927,56.29732884507297,11,0
0.2708322512620742,2.8569540789568997,70.43997222505755,1,1
0.4389714207056361,3.8909510089552186,48.08841559612829,5,0
0.07845638134226596,3.626917938886432,56.21273602688683,4,0
0.02535074341545751,3.835062620916617,63.53636627213004,3,1
0.9626484146779251,1.0334547275074284,43.471972315182754,5,0
0.8359801205122058,1.8706695983221442,43.87614024511963,10,0
0.695974206093698,3.646737153599426,76.67065635117274,3,0
0.4089529444142699,2.9359574727189885,66.17672866655442,8,0
0.17329432007084578,1.0212539026733838,58.85933381116544,13,0
0.15643704267108605,4.21797856972729,62.3860027210306,3,1
0.25024289816459533,4.09123829316135,31.46497215517092,1,0
0.5492266647061205,3.1936766519742505,60.905148278084845,9,0
0.7145959227000623,1.2658533031050885,55.47544366121009,9,0
0.6601973767177313,4.066060198130339,57.287483988971786,6,0
0.27993389694594284,3.334854350925456,47.97119134154086,10,0
0.9548652806631941,4.127839908631836,34.07369488564709,1,0
0.7378969166957685,4.006987969583362,39.66696168060261,8,0
0.5543540525114007,4.212008287831349,77.53723566063358,2,0
0.6117207462343522,3.0720322656184993,50.4349781135467,9,0
0.4196000624277899,1.56129807277406,53.334157791543205,14,0
0.24773098950115746,3.6846298935187547,32.63548949267195,8,0
0.3559726786512616,3.4818951402078824,31.87831147719903,3,0
0.7578461104643691,3.9690127487963487,65.85907235233788,13,0
0.014393488629755868,1.6795240242029412,56.90473320605557,5,0
0.11607264050691624,1.7799007996011569,55.435299210813334,9,0
0.04600264202175275,4.561638068877314,42.15622652113343,13,0
0.040728802318970136,3.999911193808283,67.2375365814961,1,1
0.8554605840110072,4.632913954801292,38.411828955424596,9,0
0.7036578593800237,4.034861284655683,39.496737183051,4,0
0.4741738290873252,3.3886212239612075,53.035608567413774,4,0
0.09783416065100148,3.6165309481114947,44.31399310559705,4,0
0.49161587511683236,4.55651169576004,42.373149061657315,10,0
0.4734717707805657,3.315227018047762,62.26188222766658,12,0
0.17320186991001518,3.5295652973135496,62.54858726092723,9,1
0.43385164923797304,1.6259068640144023,71.22585348999647,14,0
0.39850473439737344,2.895684880464411,50.885428348648794,6,0
0.6158500980522165,3.865588447832396,33.65425455130751,11,0
0.6350936508676438,2.0837707932654617,43.683319246072884,8,0
0.04530400977204452,1.8090167220981397,79.00027315984084,12,1
0.3746126146264712,2.255307232897662,59.812928761635106,14,0
0.6258599157142364,1.9660025119713338,65.48685424005102,4,0
0.5031362585800877,1.8596505481455834,30.36789148127073,3,0
0.8564898411883223,2.6994033714723478,55.91028660912605,14,0
0.658693631618945,4.631354055534136,31.876432876590155,1,0
0.1629344270814297,3.028238586954873,58.461510604572396,10,0
0.07056874740042984,1.7516815232612921,76.03854248180377,7,1
0.6424192782063156,1.3078866775234963,78.42095652502039,4,0
0.026511310541621813,3.784624580551701,57.02763376944621,14,0
0.5857755812734633,2.5311950577455513,52.9102402626108,8,0
0.9402302414249576,4.287323786341437,77.2508547124247,14,0
0.575474177875879,3.6380430745630807,63.68049159983475,3,0
0.3881699262065219,4.184965802165474,33.244963976920474,1,0
0.6432882184423532,2.087784157673795,53.28627888337488,5,0
0.45825289049151663,3.7694356898442325,42.01225092321519,14,0
0.5456167893159349,2.056247938774875,53.49021607243408,2,0
0.9414648087765252,4.756273917801167,52.773278600318086,3,0
0.38610263780077425,3.5454971261334975,59.107240140737105,14,0
0.9611905638239142,2.2980472007013684,47.83852451746256,6,0
0.9053506419560637,2.0780474491690906,38.2135224727964,3,0
0.19579113478929644,1.763706340286574,55.185971729497815,3,0
0.06936130087516545,3.778563835574911,71.5101442172881,12,1
0.10077800137742665,1.8748624519917092,63.200611403380115,6,1
0.018221825651549728,3.3812130637099562,46.91839329626079,5,0
0.0944429607559284,2.0585401077014294,76.77615113794286,10,1
0.6830067734163568,3.6478757791754743,75.61037856245912,9,0
0.07118864846022899,4.259758914162157,40.46741996920494,1,0
0.3189756302937613,4.112100972578613,31.970879256018147,13,0
0.8448753109694546,4.043405323723126,67.06543541753811,3,0
0.023271935735825866,1.7508896227690083,71.38051306745766,3,1
0.8144684825889358,1.3535397879380748,78.39322829756776,11,0
0.28185477477339993,3.7957953139495424,74.49181970441553,6,1
0.11816482762165625,2.4733888551774053,60.026738410320746,8,1
0.6967371653641506,2.729384905613389,56.50261696061904,3,0
0.628942846779884,1.1245963711735643,31.392052563129315,3,0
0.877472013527053,2.0383057971001968,42.33282234223889,6,0
0.7350710438038858,1.134705615497856,52.98073758664632,8,0
0.8034809303848486,4.51674309040499,61.42519500417839,6,0
0.2820345725713065,1.973586732874122,57.86259166592053,13,0
0.17743954377972282,3.229348678292032,67.13179948408452,12,1
0.7506147516408583,1.1559172826445216,43.98834654435204,14,0
0.806834739267264,3.6673895652226323,58.24763038262366,10,0
0.9905051420006733,2.2921093830163755,34.40711216953961,3,0
0.4126176769114265,4.591676747830663,50.683276179160345,4,0
0.37201808579278317,4.552472755736144,67.50804164773005,1,1
0.7764129607419968,2.301162473446991,64.6700426714522,13,0
0.34080354025301784,4.603843582761872,79.53213685860895,8,1
0.9307573256035647,4.984630693995115,43.8945562993878,4,0
0.8584127518430118,4.301662656495792,54.90946495869896,6,0
0.42899402737501835,4.379485391020916,46.476520688699836,11,0
0.7508710677914974,1.9960349444363596,52.03015570295874,3,0
0.7545428740846823,3.3068095954310253,72.84750649346941,11,0
0.10312386883593261,1.2690236558694714,64.21045375942433,12,1
0.9025529066795667,1.3796717472866789,74.12205956737908,11,0
0.5052523724478571,4.995570448133162,40.17555541659432,6,0
0.8264574661077416,2.3065569977036438,73.66805589207189,12,0
0.32004960103061175,3.9927356481953855,32.98811370891922,11,0
0.8955232284962005,4.226660212107266,74.42996402185761,9,0
0.3892016787341631,4.432093084028917,46.45368897303639,9,0
0.01083765148029836,4.990513189608626,45.729381670703326,10,0
0.9053819764192637,1.9659859410274714,55.604428834933195,3,0
0.09128667678613356,1.1614033074387988,77.03450938616159,3,1
0.31931363759041487,2.644766071978344,32.389068234070265,4,0
0.9500619670508049,1.5203226793157878,47.611548753537264,12,0
0.9506071469375561,1.0897035566482205,72.82859943416679,7,0
0.5734378881232861,2.4417073085659444,49.80272387177334,3,0
0.6318372121697993,4.134953004300946,39.957844879853354,10,0
0.44844552197831977,3.2647227649002835,51.23970906657059,8,0
0.29321077169806453,2.251111956841416,49.27762507458347,11,0
0.32866454536991596,3.617368021970879,75.77081007333517,8,1
0.6725184560770384,1.9280727212352429,68.09671878715486,6,0
0.75237452943768,1.05752578428834,55.255777787200316,4,0
0.7915790437258485,4.0574135457457094,79.41852833607855,11,0
0.7896181427945539,3.4949723394560364,53.26387656379617,12,0
0.09120610304869037,4.0492104980038395,32.91189154101376,11,0
0.49442030470258147,1.1557520667506624,43.11371609074924,5,0
0.057558760016644284,4.348478511322609,51.80352401096563,12,0
0.5495288823237355,3.4781048001452133,37.845131207306004,2,0
0.441530501373377,3.2535814028505605,77.37825631620214,13,0
0.8877041827582998,3.4984561924581263,68.34244489088866,6,0
0.3509150125520787,4.457732987473456,43.41436002138863,3,0
0.11706701642760586,3.3477460262356282,59.540226675895795,6,0
0.14299168205283586,3.3238015195527173,66.0724578554786,12,1
0.7615106317174722,4.962716628263063,77.0639464453399,5,0
0.6182180633162611,4.026920668274272,74.08176745877054,14,0
0.10112267612279024,2.769175221804541,55.759611306910685,2,0
0.08410680611499743,3.829588000131711,68.73263098965089,12,1
0.70096913145912,2.556921886767154,58.107237691379254,13,0
0.07276300636419353,1.915501849933996,57.635194502277,14,0
0.8218600592903562,3.3874075075510377,35.7370979169096,5,0
0.7062422271564962,4.712728392455806,36.3068829008076,5,0
0.08134878064189976,4.716558080061851,56.47668075112287,14,0
0.08483771408519192,2.3676211124219613,43.44307724895033,9,0
0.9866395785011755,3.11070986488678,31.051845123023433,11,0
0.3742707957561203,1.8465435942794448,66.14196019501061,8,1
0.3706421470668909,4.982524437995534,31.62432983450825,12,0
0.8127995672575026,4.924471631471743,59.76384205520273,12,0
0.9472485773838587,3.5980357188297893,56.95968970636572,7,0
0.9860010638228709,4.2176562387098935,78.44073452889023,12,0
0.7533781852589416,3.8604006451348,54.21065696738208,13,0
0.37625958553091576,3.3726328761578728,33.18007181888987,14,0
0.08350071669866876,1.2133919879555908,57.58439839032309,3,0
0.7771469159274368,2.8190573702106443,72.05480853080508,10,0
0.558404249735805,3.699145208669642,79.842464214072,4,0
0.4242220092469763,3.7101264555347386,51.51715868445362,6,0
0.906354385094736,2.4924904736895344,46.014937124837125,3,0
0.11119748230615134,4.766767946632122,75.33266484759994,11,1
0.49262510429085915,1.669428128947124,39.56210645380607,9,0
0.011353644767419069,3.0014377848622424,60.77144575164633,8,1
0.46866064199412627,3.763535906203291,50.28572120904738,6,0
0.05630327568183735,3.788543223567237,32.054118247777765,4,0
0.11881791626807192,3.5945558270752622,47.364423715284886,7,0
0.11752624677710488,2.1011528538074407,43.26142612513373,13,0
0.6492103021160636,1.6248262747464879,64.30455769717435,11,0
0.7460448792654233,3.5437613073068435,77.4395248845959,3,0
0.5833687650971596,3.397208464557751,43.40235936893189,10,0
0.9621725484745419,1.717424041156964,70.57329695758409,8,0
0.37487057952370406,3.8205565822822534,32.767990846920476,1,0
0.28571208628186073,2.8206879669346256,56.90605050199066,3,0
0.8685991281894603,3.6710423664126117,33.52750318549473,11,0
0.22359583851945264,4.349468319080603,76.70164955653198,5,1
0.9632225394406113,1.6789137143076927,68.31756402786951,5,0
0.012154474689816341,1.0765794719873467,62.897495560229615,10,1
0.969878826707639,4.116410345583147,71.19481908123322,14,0
0.04315991195057611,3.4387897006104637,62.375989778508156,2,1
