impressions,clicks,ctr,time_on_site,pages_viewed,purchase
40,3,0.07317073170731707,153.5450824468562,8,0
65,7,0.10606060606060606,118.79267175923444,8,0
50,5,0.09803921568627451,122.51944732484264,6,0
69,7,0.1,122.2091667882072,7,0
50,3,0.058823529411764705,96.4667424377626,7,0
45,6,0.13043478260869565,132.95117355964442,6,0
52,7,0.1320754716981132,113.05775995040229,5,0
34,0,0.0,147.90875127868856,8,0
61,5,0.08064516129032258,116.5911919644231,4,0
41,1,0.023809523809523808,94.16930680535224,5,0
54,7,0.12727272727272726,73.9240598740347,4,0
44,6,0.13333333333333333,64.07805524832864,6,0
47,7,0.14583333333333334,159.37528031863306,4,0
53,4,0.07407407407407407,106.26631941422943,1,0
39,4,0.1,130.15722570244947,6,0
46,3,0.06382978723404255,173.49689675233557,7,0
54,5,0.09090909090909091,103.11587006106326,7,0
50,5,0.09803921568627451,101.17567546856539,8,0
53,2,0.037037037037037035,116.03514742934028,6,0
54,7,0.12727272727272726,120.88298101259979,8,0
64,7,0.1076923076923077,176.6265405076754,10,0
47,7,0.14583333333333334,166.9746178228234,1,0
45,3,0.06521739130434782,138.62626247720243,4,0
57,9,0.15517241379310345,163.48241306990604,5,1
51,12,0.23076923076923078,114.65342962296432,6,0
39,7,0.175,128.97493701565435,5,0
61,8,0.12903225806451613,110.95459066383916,8,0
47,6,0.125,81.28894852261081,4,0
60,6,0.09836065573770492,156.11624225380785,3,0
53,3,0.05555555555555555,135.95096201969582,4,0
52,6,0.11320754716981132,120.54220420270991,6,0
39,5,0.125,119.92596452063474,2,0
51,10,0.19230769230769232,74.81355387280475,5,0
53,5,0.09259259259259259,90.67574000541853,6,0
55,4,0.07142857142857142,130.08459510342075,2,0
46,5,0.10638297872340426,104.12661998176483,9,0
53,10,0.18518518518518517,113.4686087634753,3,0
53,3,0.05555555555555555,116.86031805662695,4,0
39,3,0.075,99.52593692948668,7,0
45,5,0.10869565217391304,90.96245039927848,3,0
60,4,0.06557377049180328,71.6292710722388,2,0
57,2,0.034482758620689655,115.60445162965378,4,0
52,4,0.07547169811320754,138.5582564283085,3,0
43,6,0.13636363636363635,70.6909757334015,4,0
45,1,0.021739130434782608,119.27856524700522,5,0
53,5,0.09259259259259259,128.43429758074683,4,0
62,8,0.12698412698412698,90.31258788812566,7,0
48,8,0.16326530612244897,162.66425434644265,6,1
45,9,0.1956521739130435,108.42853892884776,3,0
58,5,0.0847457627118644,116.96220934630466,10,0
42,8,0.18604651162790697,115.16191498206064,2,0
64,2,0.03076923076923077,66.87676732226832,5,0
51,6,0.11538461538461539,150.26256215052132,2,0
41,5,0.11904761904761904,91.33443694742287,3,0
60,4,0.06557377049180328,112.90438453782791,3,0
54,5,0.09090909090909091,137.92983003833987,3,0
47,2,0.041666666666666664,163.82710278433603,5,0
57,8,0.13793103448275862,87.60203154309482,4,0
50,4,0.0784313725490196,106.60549243216718,4,0
57,6,0.10344827586206896,161.4725589002146,3,0
54,3,0.05454545454545454,133.9114163782634,3,0
60,4,0.06557377049180328,140.13514077154827,3,0
47,10,0.20833333333333334,88.46604792671496,9,0
52,7,0.1320754716981132,108.62371410220325,2,0
49,9,0.18,114.96493702858707,5,0
45,3,0.06521739130434782,94.26315727971078,4,0
29,1,0.03333333333333333,69.76291122978279,2,0
57,6,0.10344827586206896,104.68504323709212,2,0
41,4,0.09523809523809523,160.62864598753288,7,0
56,3,0.05263157894736842,121.77520396681489,9,0
53,7,0.12962962962962962,161.2287274072013,7,0
34,3,0.08571428571428572,125.37062742688559,2,0
51,3,0.057692307692307696,97.05876811236112,3,0
50,4,0.0784313725490196,158.32857039695165,4,0
57,6,0.10344827586206896,126.36978422003696,7,0
49,6,0.12,148.8551649728219,7,0
58,6,0.1016949152542373,87.95015486638286,5,0
48,5,0.10204081632653061,151.16268868843508,2,0
42,2,0.046511627906976744,152.06667826632597,5,0
51,8,0.15384615384615385,128.69301433069606,5,0
53,9,0.16666666666666666,95.79233742570652,5,0
51,6,0.11538461538461539,118.61973513862165,5,0
48,1,0.02040816326530612,138.33873441714732,8,0
47,5,0.10416666666666667,127.037100598096,3,0
33,4,0.11764705882352941,138.03248214323293,5,0
59,12,0.2,150.36737722958716,2,1
49,11,0.22,100.54660039884236,6,0
50,7,0.13725490196078433,85.34773137119583,4,0
42,1,0.023255813953488372,118.87383595883274,11,0
48,8,0.16326530612244897,110.10770523390397,8,0
53,6,0.1111111111111111,143.5753923946845,4,0
47,6,0.125,87.76504831023576,4,0
50,4,0.0784313725490196,150.6114562253304,5,0
53,4,0.07407407407407407,160.60836328640298,5,0
37,3,0.07894736842105263,120.0091489278687,4,0
64,4,0.06153846153846154,121.82208376743914,8,0
48,4,0.08163265306122448,96.97360496309541,7,0
49,7,0.14,103.720173030778,7,0
64,2,0.03076923076923077,107.74989958062949,2,0
43,2,0.045454545454545456,163.28820203513794,6,0
39,2,0.05,117.84387642567678,7,0
39,3,0.075,80.33481130079974,3,0
37,9,0.23684210526315788,127.6606302633601,5,0
58,4,0.06779661016949153,144.7887037386683,3,0
57,3,0.05172413793103448,119.23765892035215,5,0
40,7,0.17073170731707318,164.07640319180967,5,1
53,8,0.14814814814814814,143.32526001797694,6,0
55,2,0.03571428571428571,88.52613810336439,2,0
45,6,0.13043478260869565,103.45701562810794,9,0
55,6,0.10714285714285714,126.78678844273827,9,0
47,6,0.125,70.01432285920178,4,0
47,5,0.10416666666666667,130.09070212411842,4,0
59,12,0.2,67.15252718236056,2,0
55,2,0.03571428571428571,150.7030036669353,3,0
50,3,0.058823529411764705,147.21821054375124,10,0
46,4,0.0851063829787234,135.14344082745214,9,0
48,4,0.08163265306122448,99.72364906943065,8,0
61,10,0.16129032258064516,125.10608473840617,6,0
66,7,0.1044776119402985,104.59867537456053,3,0
53,2,0.037037037037037035,89.075541676498,6,0
45,4,0.08695652173913043,109.83770964685768,8,0
54,5,0.09090909090909091,140.94796609476288,5,0
39,8,0.2,121.31442578495283,5,0
35,4,0.1111111111111111,163.5212977240327,2,0
49,6,0.12,142.97341618440825,3,0
47,6,0.125,139.76072441716855,8,0
41,5,0.11904761904761904,71.73220351663188,11,0
52,6,0.11320754716981132,111.44524409534165,4,0
38,2,0.05128205128205128,88.068827686974,5,0
54,8,0.14545454545454545,114.50991361128288,4,0
47,6,0.125,99.2017162823053,3,0
47,6,0.125,108.67185140826184,3,0
56,12,0.21052631578947367,151.8348819712155,5,1
48,7,0.14285714285714285,134.25749787017503,4,0
40,6,0.14634146341463414,150.21343286944904,5,0
35,7,0.19444444444444445,71.97950672952044,5,0
40,2,0.04878048780487805,121.7392408984699,2,0
55,5,0.08928571428571429,149.00114944189804,1,0
69,7,0.1,165.18887744661467,1,0
45,4,0.08695652173913043,73.5573483092252,1,0
37,5,0.13157894736842105,109.4554909151649,4,0
53,7,0.12962962962962962,151.0268002201429,7,0
49,6,0.12,114.23165061565663,2,0
52,12,0.22641509433962265,92.6874697749083,2,0
33,2,0.058823529411764705,73.50002464511977,7,0
49,6,0.12,91.53895396010499,1,0
45,5,0.10869565217391304,69.33294994308812,6,0
49,4,0.08,121.75381370502078,7,0
52,3,0.05660377358490566,146.8893055733598,3,0
54,8,0.14545454545454545,82.17075723274188,5,0
46,5,0.10638297872340426,127.73189223633157,7,0
54,7,0.12727272727272726,145.35813088337602,6,0
61,6,0.0967741935483871,119.91875019454952,11,0
52,3,0.05660377358490566,71.67917115248264,4,0
63,5,0.078125,131.5863466398751,9,0
33,3,0.08823529411764706,118.3605916570659,9,0
47,9,0.1875,115.30486054197434,7,0
52,1,0.018867924528301886,103.59488262718605,5,0
58,11,0.1864406779661017,122.60362278822124,3,0
48,9,0.1836734693877551,135.2945372534088,4,0
58,13,0.22033898305084745,191.71944403007546,6,1
49,5,0.1,123.36996205161614,4,0
67,11,0.16176470588235295,165.3342348003802,4,1
44,4,0.08888888888888889,130.7326525028063,7,0
52,1,0.018867924528301886,117.0141501705674,2,0
40,3,0.07317073170731707,124.45642583133878,2,0
50,9,0.17647058823529413,83.34790890922471,5,0
50,1,0.0196078431372549,129.17580812256114,5,0
51,5,0.09615384615384616,60.238048055358824,3,0
60,3,0.04918032786885246,94.12000926334404,4,0
41,3,0.07142857142857142,123.29529279401432,6,0
56,3,0.05263157894736842,155.81946819536535,4,0
54,8,0.14545454545454545,162.91873190995182,1,0
41,4,0.09523809523809523,112.90360261077196,2,0
47,7,0.14583333333333334,124.67151958591323,3,0
48,6,0.12244897959183673,149.53087408746083,9,0
61,11,0.1774193548387097,80.11519283421244,3,0
50,5,0.09803921568627451,132.14242515946512,5,0
48,5,0.10204081632653061,95.16321397902573,3,0
50,5,0.09803921568627451,114.84524865969844,2,0
50,5,0.09803921568627451,106.22930248517054,5,0
53,8,0.14814814814814814,133.0607438114444,6,0
37,4,0.10526315789473684,136.5091102202727,4,0
41,6,0.14285714285714285,146.73236032192193,9,0
41,6,0.14285714285714285,130.44596485393345,10,0
43,3,0.06818181818181818,125.1496130990669,5,0
61,7,0.11290322580645161,175.62071401315805,5,0
53,3,0.05555555555555555,74.26922789408468,3,0
43,5,0.11363636363636363,170.86829580387717,6,0
42,5,0.11627906976744186,111.3053427339481,6,0
42,10,0.23255813953488372,137.12674759104917,3,0
40,1,0.024390243902439025,110.23020958219197,5,0
43,2,0.045454545454545456,98.92375111345122,7,0
50,2,0.0392156862745098,134.53731578382684,6,0
53,5,0.09259259259259259,151.2638492584333,7,0
36,5,0.13513513513513514,134.19023864902215,3,0
57,8,0.13793103448275862,103.73652639951354,7,0
43,5,0.11363636363636363,228.3405018844701,5,0
47,7,0.14583333333333334,155.95721012598756,8,0
52,4,0.07547169811320754,148.00026912621757,8,0
49,2,0.04,109.41107307773387,7,0
31,1,0.03125,101.24502635132882,6,0
50,7,0.13725490196078433,111.60482772471182,6,0
40,5,0.12195121951219512,152.44219633177448,6,0
51,6,0.11538461538461539,90.28186988772516,12,0
45,4,0.08695652173913043,87.9538850563705,5,0
43,4,0.09090909090909091,136.18642600083055,7,0
52,9,0.16981132075471697,129.57589333926362,4,0
56,2,0.03508771929824561,96.89059386327312,6,0
38,5,0.1282051282051282,87.26389264754326,6,0
52,4,0.07547169811320754,163.13690980105295,6,0
49,2,0.04,130.71013275898684,2,0
45,6,0.13043478260869565,79.09392408815901,4,0
53,4,0.07407407407407407,81.19123391753118,4,0
52,6,0.11320754716981132,109.15464082648592,2,0
39,5,0.125,141.985254209929,6,0
44,4,0.08888888888888889,137.8502640632484,6,0
43,6,0.13636363636363635,153.95035611003652,2,0
38,4,0.10256410256410256,75.28950577617607,5,0
40,3,0.07317073170731707,126.7154006933897,4,0
57,7,0.1206896551724138,162.77730996964084,4,0
42,5,0.11627906976744186,159.98405191428296,5,0
63,2,0.03125,130.7672994423806,8,0
51,8,0.15384615384615385,190.44055525961627,5,1
56,6,0.10526315789473684,138.2785534924758,5,0
46,7,0.14893617021276595,151.2823989852403,6,0
50,8,0.1568627450980392,121.3334375632652,4,0
40,4,0.0975609756097561,96.57074121467139,8,0
45,4,0.08695652173913043,93.74372397663763,4,0
42,4,0.09302325581395349,125.4484564438326,3,0
51,5,0.09615384615384616,113.6549397944938,9,0
46,7,0.14893617021276595,66.94242990259556,6,0
46,6,0.1276595744680851,89.22619245222776,1,0
45,2,0.043478260869565216,110.44789277837721,6,0
56,6,0.10526315789473684,141.81838127811477,6,0
49,11,0.22,119.51778341513776,2,0
47,5,0.10416666666666667,117.83807368498458,6,0
40,5,0.12195121951219512,90.39262118990052,6,0
64,8,0.12307692307692308,120.69498240186296,3,0
51,4,0.07692307692307693,159.57303082337964,5,0
41,3,0.07142857142857142,124.66725338275671,3,0
43,5,0.11363636363636363,74.78059255554415,9,0
42,4,0.09302325581395349,82.45431617086408,6,0
53,6,0.1111111111111111,137.6636663166946,5,0
47,6,0.125,113.2705357433214,9,0
48,6,0.12244897959183673,117.76259309689458,6,0
49,4,0.08,101.61797474955729,5,0
49,3,0.06,135.10236636599737,5,0
55,4,0.07142857142857142,110.97246860263952,4,0
44,4,0.08888888888888889,114.40160334814186,3,0
47,4,0.08333333333333333,94.4632982501062,5,0
61,6,0.0967741935483871,147.6507389442831,3,0
53,2,0.037037037037037035,113.36601625150736,7,0
41,4,0.09523809523809523,138.2364099935928,5,0
52,4,0.07547169811320754,84.19225307897946,4,0
60,6,0.09836065573770492,172.01649415135824,8,0
41,4,0.09523809523809523,158.32122115539667,3,0
44,3,0.06666666666666667,62.7060699102322,4,0
47,7,0.14583333333333334,95.94187574808855,3,0
40,2,0.04878048780487805,134.32903173029655,7,0
41,5,0.11904761904761904,80.40814031552988,3,0
57,9,0.15517241379310345,116.05217753510023,9,0
44,4,0.08888888888888889,132.7989535793039,3,0
55,8,0.14285714285714285,114.45822264061549,3,0
54,3,0.05454545454545454,136.1651611061129,3,0
44,4,0.08888888888888889,99.20010286194355,3,0
43,4,0.09090909090909091,52.67455373495633,6,0
52,1,0.018867924528301886,149.46345936495183,8,0
49,4,0.08,149.2744396080759,0,0
42,3,0.06976744186046512,195.10909926864997,3,0
50,6,0.11764705882352941,53.78440446197057,7,0
63,10,0.15625,142.52496328040448,3,0
54,3,0.05454545454545454,60.93953585749839,7,0
52,4,0.07547169811320754,172.69479845025958,2,0
48,4,0.08163265306122448,134.6360050108803,6,0
49,5,0.1,91.44213456971241,4,0
59,8,0.13333333333333333,143.40667423804308,5,0
52,5,0.09433962264150944,103.40864976849193,3,0
35,1,0.027777777777777776,129.01248298653806,6,0
57,7,0.1206896551724138,126.17882148627253,6,0
46,7,0.14893617021276595,172.32504408441883,7,0
51,5,0.09615384615384616,174.44777730259537,3,0
47,5,0.10416666666666667,102.08203880179482,2,0
55,3,0.05357142857142857,151.74316853988108,8,0
44,3,0.06666666666666667,130.6452046671089,2,0
41,3,0.07142857142857142,77.61953798979265,8,0
50,4,0.0784313725490196,99.1131485888346,4,0
62,10,0.15873015873015872,190.0843829879887,7,1
52,5,0.09433962264150944,130.73563203313967,4,0
41,2,0.047619047619047616,149.99338738552566,7,0
50,4,0.0784313725490196,113.63867062899027,3,0
37,3,0.07894736842105263,103.80174255841975,5,0
43,5,0.11363636363636363,120.81793522903423,6,0
51,5,0.09615384615384616,112.01687834261348,8,0
56,5,0.08771929824561403,75.20241206905206,7,0
50,5,0.09803921568627451,89.90023627637905,5,0
48,3,0.061224489795918366,141.23653543236694,9,0
42,2,0.046511627906976744,108.57927932692768,6,0
47,1,0.020833333333333332,120.77114646083722,9,0
53,4,0.07407407407407407,127.04769151491632,6,0
55,3,0.05357142857142857,129.3915014645616,9,0
44,3,0.06666666666666667,154.39737183946113,5,0
57,7,0.1206896551724138,87.03912554794404,8,0
53,6,0.1111111111111111,137.10758170630874,4,0
39,4,0.1,142.65083380558943,5,0
58,8,0.13559322033898305,149.57555337004516,0,0
54,4,0.07272727272727272,77.61247201755383,2,0
45,7,0.15217391304347827,127.64457655040995,2,0
43,4,0.09090909090909091,171.4822783919555,2,0
43,4,0.09090909090909091,117.0263844253013,2,0
48,4,0.08163265306122448,134.50484105892875,2,0
57,3,0.05172413793103448,143.41186783755555,2,0
45,9,0.1956521739130435,89.23590466805219,11,0
52,3,0.05660377358490566,175.01474186999923,6,0
53,4,0.07407407407407407,134.9850239090671,3,0
51,4,0.07692307692307693,135.5850844258028,3,0
56,3,0.05263157894736842,70.13917865968395,5,0
59,4,0.06666666666666667,143.83634394639938,5,0
60,2,0.03278688524590164,135.19231024137412,2,0
48,4,0.08163265306122448,168.72573983166194,5,0
45,7,0.15217391304347827,110.6620435708694,7,0
53,4,0.07407407407407407,90.37025011204675,6,0
41,2,0.047619047619047616,99.53283015677,3,0
42,5,0.11627906976744186,104.85065294978104,6,0
40,10,0.24390243902439024,86.43460445605879,1,0
45,3,0.06521739130434782,158.7048007129798,11,0
53,4,0.07407407407407407,159.83093588795,4,0
43,8,0.18181818181818182,114.12624896579834,5,0
59,4,0.06666666666666667,108.21720233747418,4,0
52,5,0.09433962264150944,65.53554260042064,1,0
48,3,0.061224489795918366,140.87883765910814,5,0
50,8,0.1568627450980392,169.6032032647753,6,1
42,9,0.20930232558139536,100.88415848221331,7,0
38,5,0.1282051282051282,116.49646422670806,6,0
44,3,0.06666666666666667,133.02874383947193,8,0
45,4,0.08695652173913043,171.73255081829717,4,0
55,4,0.07142857142857142,125.99328665505284,11,0
51,8,0.15384615384615385,125.86289748079555,7,0
53,8,0.14814814814814814,125.3795550347941,8,0
55,5,0.08928571428571429,77.2490247928898,6,0
52,6,0.11320754716981132,76.59628038510405,7,0
50,3,0.058823529411764705,95.76014492655382,2,0
46,4,0.0851063829787234,150.3867172211212,6,0
40,5,0.12195121951219512,109.93928788362021,3,0
55,5,0.08928571428571429,104.11187853593123,6,0
54,4,0.07272727272727272,103.58476187568697,6,0
44,0,0.0,115.87029364581969,3,0
57,8,0.13793103448275862,171.06323802304922,9,0
45,7,0.15217391304347827,115.46407842908636,3,0
47,9,0.1875,96.41107783875425,6,0
62,7,0.1111111111111111,120.75736887244899,5,0
66,7,0.1044776119402985,172.6525081728461,2,0
43,3,0.06818181818181818,104.91525843193152,6,0
59,14,0.23333333333333334,84.56984974707164,6,0
57,6,0.10344827586206896,104.97026190808748,4,0
54,6,0.10909090909090909,123.862912090453,8,0
44,5,0.1111111111111111,140.64722852476018,2,0
65,9,0.13636363636363635,150.20650736046738,6,0
42,0,0.0,88.62848178113015,7,0
62,4,0.06349206349206349,91.47463996622791,4,0
54,6,0.10909090909090909,110.3021322183753,4,0
65,10,0.15151515151515152,140.53479074090689,7,0
46,5,0.10638297872340426,82.19976307043234,5,0
44,4,0.08888888888888889,101.78019268746908,1,0
37,3,0.07894736842105263,102.21768811764156,3,0
47,6,0.125,148.25246566093114,5,0
36,5,0.13513513513513514,135.84782281993313,3,0
51,6,0.11538461538461539,147.1115508314976,4,0
46,3,0.06382978723404255,160.16033922699162,5,0
60,9,0.14754098360655737,110.83049714732758,4,0
44,5,0.1111111111111111,84.37781535438955,1,0
59,8,0.13333333333333333,84.5710914645894,9,0
59,4,0.06666666666666667,64.8567730482348,3,0
64,5,0.07692307692307693,106.23699511001422,10,0
56,8,0.14035087719298245,108.47332155504785,2,0
50,2,0.0392156862745098,143.62660220415142,2,0
56,6,0.10526315789473684,120.50742651529812,4,0
48,5,0.10204081632653061,105.29014666972182,7,0
44,6,0.13333333333333333,116.52003821518242,5,0
47,3,0.0625,88.83079548855707,2,0
46,3,0.06382978723404255,150.7621971225386,6,0
32,6,0.18181818181818182,96.42253311571474,6,0
48,5,0.10204081632653061,85.80206184192313,4,0
56,3,0.05263157894736842,144.5364590012241,4,0
48,3,0.061224489795918366,137.22492625091553,3,0
65,15,0.22727272727272727,68.28943864322966,1,0
52,3,0.05660377358490566,145.65004904130666,5,0
65,7,0.10606060606060606,97.7522208271783,4,0
52,5,0.09433962264150944,108.7768641730824,2,0
44,7,0.15555555555555556,125.61060323081813,2,0
44,6,0.13333333333333333,137.59874647850467,8,0
56,6,0.10526315789473684,133.3643752406258,6,0
48,1,0.02040816326530612,118.50545007281993,4,0
54,8,0.14545454545454545,107.26070013252269,4,0
57,5,0.08620689655172414,132.36662080696343,3,0
44,7,0.15555555555555556,116.44836487967316,3,0
52,5,0.09433962264150944,174.16063377377773,5,0
39,5,0.125,137.59227029909707,4,0
45,2,0.043478260869565216,92.29753125028935,7,0
59,7,0.11666666666666667,105.67200145879046,7,0
53,4,0.07407407407407407,121.44576531779488,5,0
38,3,0.07692307692307693,158.98293645211365,5,0
47,2,0.041666666666666664,162.33315027336405,4,0
55,3,0.05357142857142857,108.11595838903307,3,0
38,2,0.05128205128205128,91.9909735023167,4,0
54,4,0.07272727272727272,88.15507076381438,2,0
58,9,0.15254237288135594,127.57286271647341,2,0
50,4,0.0784313725490196,189.1135292765248,6,0
58,7,0.11864406779661017,136.17282312765306,7,0
54,2,0.03636363636363636,72.18262419947979,2,0
45,5,0.10869565217391304,98.21987690261996,4,0
57,5,0.08620689655172414,101.28257394465261,7,0
58,11,0.1864406779661017,95.33992439655276,2,0
54,8,0.14545454545454545,108.36318525197339,6,0
54,5,0.09090909090909091,131.08184583059824,5,0
52,7,0.1320754716981132,140.4594350796794,9,0
42,2,0.046511627906976744,152.7529047274993,5,0
59,6,0.1,135.72607719141533,3,0
58,3,0.05084745762711865,61.37549279013477,5,0
46,4,0.0851063829787234,88.2808623740606,2,0
42,3,0.06976744186046512,115.25717889422427,15,0
58,7,0.11864406779661017,124.41839567302436,8,0
53,5,0.09259259259259259,145.8425507962877,6,0
53,7,0.12962962962962962,121.29552528650318,4,0
56,6,0.10526315789473684,121.52121761591023,10,0
56,3,0.05263157894736842,127.13392089417178,3,0
69,8,0.11428571428571428,112.34934783656394,3,0
54,8,0.14545454545454545,122.60655419633434,6,0
46,7,0.14893617021276595,153.7749653703525,5,0
37,4,0.10526315789473684,117.48267303647991,6,0
47,6,0.125,119.0936181964715,5,0
55,7,0.125,118.99243785698431,6,0
56,3,0.05263157894736842,158.93321441373507,6,0
50,3,0.058823529411764705,86.75840019511674,8,0
54,2,0.03636363636363636,173.27540684373588,2,0
48,4,0.08163265306122448,84.7085443645346,5,0
42,4,0.09302325581395349,100.37339216016723,4,0
54,13,0.23636363636363636,142.3421480914596,2,0
38,3,0.07692307692307693,150.90950086421014,6,0
53,7,0.12962962962962962,77.89502949004536,7,0
66,8,0.11940298507462686,87.21894410258741,6,0
49,3,0.06,128.33528428415542,9,0
48,2,0.04081632653061224,190.3325816329139,4,0
48,5,0.10204081632653061,157.38788342996043,5,0
60,7,0.11475409836065574,112.55708851104569,3,0
43,11,0.25,47.426125857727314,0,0
53,4,0.07407407407407407,122.44928203263478,8,0
59,9,0.15,130.86890410939662,5,0
71,6,0.08333333333333333,108.5191457675159,7,0
59,7,0.11666666666666667,94.47828028360213,7,0
56,6,0.10526315789473684,124.77495780964165,5,0
41,1,0.023809523809523808,91.73216418318117,2,0
62,3,0.047619047619047616,176.17345982426173,6,0
57,2,0.034482758620689655,165.5023439260145,3,0
40,3,0.07317073170731707,139.73737894778282,9,0
54,7,0.12727272727272726,122.6913170735795,2,0
43,2,0.045454545454545456,100.19507740159321,3,0
36,4,0.10810810810810811,119.37638448327296,11,0
45,3,0.06521739130434782,169.17891405621828,6,0
46,6,0.1276595744680851,146.05962175309884,1,0
48,6,0.12244897959183673,126.11076835429378,8,0
52,7,0.1320754716981132,147.71923002502785,8,0
54,5,0.09090909090909091,136.36831990142485,8,0
56,4,0.07017543859649122,131.88832619660616,3,0
50,7,0.13725490196078433,149.41689776974607,8,0
41,2,0.047619047619047616,135.51082934474272,7,0
52,4,0.07547169811320754,145.75654410310136,4,0
51,3,0.057692307692307696,124.84161148903527,6,0
46,5,0.10638297872340426,112.3762253042969,7,0
38,5,0.1282051282051282,103.55511363179554,2,0
30,4,0.12903225806451613,99.98071183587123,8,0
48,4,0.08163265306122448,71.84488672675403,14,0
51,2,0.038461538461538464,92.64180159565007,6,0
57,9,0.15517241379310345,91.77439411253457,2,0
42,4,0.09302325581395349,104.77964412047892,3,0
53,5,0.09259259259259259,166.86732631914873,5,0
54,6,0.10909090909090909,115.27314133338668,8,0
55,4,0.07142857142857142,127.2530066965293,5,0
47,2,0.041666666666666664,128.1995893353578,1,0
38,3,0.07692307692307693,167.627427385271,4,0
51,3,0.057692307692307696,102.73243638464126,7,0
49,3,0.06,113.32433759225815,12,0
50,8,0.1568627450980392,116.8140188467745,1,0
38,4,0.10256410256410256,154.09604567324305,6,0
44,4,0.08888888888888889,160.32317081263363,2,0
59,7,0.11666666666666667,134.23751459081834,1,0
43,8,0.18181818181818182,156.9872812218564,12,1
53,3,0.05555555555555555,125.32982989406968,5,0
51,7,0.1346153846153846,114.82190257149533,9,0
43,5,0.11363636363636363,155.36172259756864,3,0
37,2,0.05263157894736842,134.62853025701392,4,0
45,3,0.06521739130434782,97.93408002277255,3,0
59,6,0.1,149.92262814373052,1,0
55,7,0.125,113.74522106939162,4,0
47,3,0.0625,110.07529431827386,6,0
59,6,0.1,146.79013104599136,5,0
49,6,0.12,117.33503577465261,4,0
50,5,0.09803921568627451,131.6687560812087,6,0
61,9,0.14516129032258066,139.85818752212398,4,0
45,7,0.15217391304347827,96.51170762182846,2,0
62,6,0.09523809523809523,131.54551694046606,7,0
53,10,0.18518518518518517,160.48419315784872,3,1
55,2,0.03571428571428571,91.3059856878117,3,0
42,0,0.0,133.49726666493683,4,0
72,6,0.0821917808219178,95.11596796259137,4,0
59,6,0.1,150.64193051521195,5,0
44,5,0.1111111111111111,150.35716751249313,1,0
49,5,0.1,109.37032979252704,1,0
47,2,0.041666666666666664,186.2888595657259,5,0
42,2,0.046511627906976744,153.19875927411852,2,0
71,10,0.1388888888888889,141.20786955408508,2,0
53,8,0.14814814814814814,139.51832688318407,7,0
56,7,0.12280701754385964,149.51780727618672,2,0
44,5,0.1111111111111111,90.1307277826752,5,0
42,5,0.11627906976744186,125.83822795383072,5,0
46,3,0.06382978723404255,131.49571156131984,6,0
48,4,0.08163265306122448,107.99591810092319,6,0
52,6,0.11320754716981132,133.94385808331896,3,0
