login_frequency,ip_changes,request_rate,anomaly_score
29.28325963442563,15.0,222.12797510957213,21.448817143614853
7.712480057141645,2.0,43.174502390186504,4.408979088848088
5.393722471738247,2.0,37.79718354559965,3.5520322478894633
7.526046017046783,1.0,97.87711600569652,5.59412728528493
1.1734395106844042,1.0,95.9164282156739,3.6295246996755384
24.40258025271728,28.0,427.996862631982,31.360679954774646
19.57302757797042,6.0,238.31741899025866,15.421430843098886
14.832460928177507,2.0,100.61101502097753,8.268068729082579
,8.0,210.43797975017418,14.343250885710656
,1.0,47.520355781696566,3.524368732293035
45.05025114660821,17.0,287.45109527016234,28.938608202087334
11.588306534961408,3.0,79.42648335270009,7.059286461069425
35.16124728577691,16.0,320.9525544554688,26.576950819397137
,0.0,,2.672564094983906
12.593308253601373,10.0,306.9867701225034,16.987595579755514
5.010226913284922,1.0,44.90920560232705,3.250344242055288
4.3977926088214225,1.0,,3.0684028218145487
3.6461559993880828,2.0,39.99584937565231,3.093722281085994
5.522110544359778,1.0,53.43455648345656,3.6596698578116302
4.061051228130096,1.0,70.14752318445169,3.7227410639725793
4.3446757068044635,1.0,83.67209909015845,4.213565684746092
23.192557254294464,10.0,534.5420046154977,26.99402731475327
5.4177271900095105,1.0,46.73814534643964,3.4274625173960427
4.531693250553328,2.0,52.25988565224921,3.7273045447334745
6.285307446554951,2.0,110.7546614017564,6.008232076019176
4.068540492859486,1.0,66.57392327675224,3.617779846160413
11.338868044005753,3.0,160.76449899998187,9.424595383201183
19.037778158027145,8.0,228.26220988508126,15.75919974396058
5.397804643903217,1.0,110.70770689552184,5.340572600036619
15.247863646497022,14.0,182.63732317203852,15.653478789110263
10.417612332870448,,107.33468475147009,6.745324242405237
4.0731646143750755,0.0,35.60158051829141,2.2899967998612647
2.175392597329417,0.0,49.55411963468915,2.1392413682394995
5.723272050095268,2.0,20.12693320202879,3.120789611089444
4.078722458080425,1.0,30.41453668938364,2.536052838105637
42.8840634017849,12.0,465.43656563540577,31.628315989597645
4.72347139765763,1.0,47.53249348757143,3.243016223924432
,1.0,43.49087601484922,3.4189938233525243
21.369966952944093,14.0,235.72406814262538,19.08271213016199
2.5583127000579555,1.0,50.75944716372749,2.6902772249292113
8.364887153958726,3.0,145.30722068341032,8.068682766689927
10.444545194137447,3.0,141.99520094233057,8.593219586511152
3.3830127942136246,0.0,47.96423926522652,2.4538310162208825
,2.0,103.24738891701719,6.731919103555297
8.129287311628012,2.0,57.780416865766696,4.972198699461404
8.158425631014783,2.0,30.048889017278228,4.148994359822781
10.550607096292502,17.0,535.5637858804951,26.032095705302602
3.5603115832105825,1.0,33.79698694939272,
13.408726951357789,2.0,111.40960451502241,8.16490622085801
7.471794710539234,3.0,,6.605600290389397
17.06856399976037,10.0,293.76881397248667,17.93363361910271
15.997844489864644,17.0,441.3434903223701,24.839658056630498
2.072970103735763,2.0,78.85436618217919,3.787522016586104
24.99213617582406,19.0,405.57249122886947,27.2648155896133
24.915940451062475,19.0,644.5751979616826,34.41203807416922
6.937289981065779,2.0,46.930752417836175,4.289109566854819
5.592240554129152,0.0,32.24640248083193,2.6450642406637033
5.64816793878959,0.0,56.746610577331005,3.3968486989568074
28.020370312986845,26.0,355.57067399238883,29.473231313667718
6.2233525776817356,1.0,24.622726156245456,3.0056875579918843
8.076073132931938,1.0,61.65234506638405,4.672392291871103
4.855979756839332,1.0,43.808575802148404,3.1710512011162515
37.079243669696744,15.0,384.19921014210104,28.649749405172052
6.625051644788396,0.0,36.29881194016377,3.076479851641432
11.644880444246523,14.0,213.40016952178132,15.495469218927397
3.5958938122452953,2.0,54.06592623113395,3.500745930607607
34.754936414491745,13.0,447.14683571359956,29.04088599575551
8.246390235292468,12.0,147.72518713310424,11.705672684580868
11.104598853760624,7.0,234.57047596826607,13.16849393517617
6.830804235404148,2.0,44.47325016369955,4.183438775532231
7.395747323786537,3.0,116.88476647710003,6.925267191448962
35.31916892218846,10.0,448.10092317367133,28.038778371866677
11.241624511752422,1.0,143.05018362915013,8.06399286240023
6.085120087171929,0.0,38.981785250787105,2.994989583675192
15.582054900603785,13.0,198.7115022575204,15.835961537906746
14.664768029909805,1.0,115.7015022384876,8.270475476127569
8.556255598529482,2.0,96.24840064033262,6.2543286987688225
7.061999044991902,0.0,59.8519599674597,3.914158512521362
9.022080577055533,1.0,127.7600073603065,6.939424393925854
6.534869458305818,2.0,49.62068561643308,4.249081405984738
13.690634060933135,2.0,163.1026401764866,9.800269423574537
7.056398994287352,2.0,101.98185956251245,5.976375485161579
15.640205342792303,12.0,217.15880997129702,16.0068259019766
19.064282321190497,8.0,,16.542638882989344
30.129515379540948,24.0,373.01250647066286,29.82922980798217
13.517307347176727,1.0,86.87334634358601,7.061392594460599
,9.0,157.84693297279014,12.832954039217556
12.24731703089297,1.0,103.52225455376788,7.179862745880927
4.401985299068265,2.0,38.911453528173396,3.287939195565681
,28.0,587.6795812558066,38.51937483037362
5.628494665190548,2.0,50.88921926079794,4.015224977381102
3.1839518489575784,,63.65768327742002,2.864916053009874
11.813822339620613,13.0,186.39503436210646,14.335997732749377
4.376593375421464,2.0,75.22195906752921,4.369636784652316
4.416612500413446,0.0,,2.910753167425569
16.679743714270803,7.0,204.51595675575126,13.93940181695378
18.228663943616237,5.0,227.0846719188499,14.281139340650366
42.41713959652344,11.0,307.78346758223745,26.358645906424155
19.76195537826282,1.0,156.97542635208754,11.037849404041472
8.704556369017876,2.0,44.76648225840873,4.754361378457625
4.628682046672366,2.0,43.85886754142663,3.5043706402445087
11.724573580879609,13.0,283.4542097711165,17.220998367397378
7.993075518049945,1.0,111.97798086349862,6.157262081319942
34.64516605242849,16.0,394.4415329089545,28.62679580299718
10.1522318765658,1.0,110.29881602990395,6.754634043866858
5.993428306022466,0.0,58.503411061806304,3.553130823660929
5.722791211016828,0.0,41.88071837540049,2.973258914567063
22.499443378375986,11.0,245.85226328011447,
3.7186179878948113,3.0,84.84069436648664,4.860806227363042
23.052892316116502,13.0,,15.568503159703424
12.704199069908544,24.0,475.6988616645352,27.68222557090862
3.996485912830927,0.0,38.09742473491084,2.3418685158966035
9.187113213496783,2.0,94.6767680277376,6.396437004881163
8.356829551122013,1.0,68.09054068727465,4.949765085954843
36.963511266524876,29.0,422.38840242791315,35.36070545279486
8.739857606117452,1.0,72.40609144720997,5.194140025251535
3.9634595634527052,1.0,41.32584629053794,2.82881325775195
4.560656224324976,0.0,73.89472691389197,3.5850386747142515
32.609064338316735,28.0,275.5345296688583,29.248755191560768
5.687236579136923,2.0,34.61750195419766,
11.59420003288099,3.0,142.84715523892788,8.963674667032134
5.973978087839932,3.0,163.08550404233299,7.884758547621969
35.52533152347441,19.0,230.75353702851805,25.180205567897865
10.68693561456562,3.0,151.11475394833874,8.939523302819847
12.927228443724015,,387.4213079900352,19.90080777281826
3.79872262016239,0.0,49.82625020327009,2.6344042921468196
21.3773162432681,6.0,69.39911664366906,10.895168372290502
11.176125669197788,3.0,,9.627811688495894
5.657502219319369,2.0,,4.067991500589495
5.580582553830531,5.0,254.47231683454567,11.308344271185529
52.084505258661814,22.0,357.311893005258,35.14470836775628
19.843142423136726,12.0,199.47256662179865,16.73711972559498
38.202457394862556,13.0,301.0395179741419,25.691922757683024
11.089208810011925,1.0,84.90548903486973,6.2739273140496685
21.710442521529576,5.0,233.33841437801206,15.513285187799234
19.685362601575893,10.0,182.11368383882208,15.36901929563743
12.267805845374957,1.0,62.552778911714334,5.956925120963916
16.015567739732532,5.0,242.6872559116896,14.085287999270445
10.639481172982205,6.0,271.3759868770849,13.733123958207209
8.709923842450252,3.0,90.986668361971,6.542577203594206
2.9743377593311524,1.0,54.73836360728474,
5.194155098696081,2.0,45.20967383277833,3.7145367445921744
9.626424257218947,1.0,126.7570605841681,7.090639094690728
,,486.960592010566,39.00994976557112
25.160712629796095,12.0,302.53973979133,21.424405982678728
15.853840257207263,1.0,133.88172940923357,9.172603959439186
6.12632691340759,3.0,98.94900068976511,6.006368094715231
1.0806597522404489,2.0,42.871139773992866,2.4103321188919207
-0.23949020817948874,1.0,44.128972818772525,1.652022122109329
6.026534866226712,0.0,62.47562865463771,3.6822293195071447
3.9112345509496347,1.0,44.40321215524456,2.905466729942227
2.7873300519879436,2.0,78.34321484189874,3.9864954608533454
6.645089824206378,0.0,55.04598145679378,3.644906390965727
11.717355242655913,7.0,153.73480756973362,10.927250799888782
12.573593976365398,1.0,165.81303779677432,9.146469326812849
10.68095290365805,2.0,121.72238843269112,7.655957524078149
3.3215649535547227,2.0,32.25101567818371,2.7639999564119284
12.153369347256112,9.0,330.37053772239835,17.157126935848787
6.959901230876492,20.0,97.62804169951602,60.255316384286495
44.913081364635296,33.0,475.4326004494198,36.47982191445295
41.466620257064186,3.0,749.1593391069284,38.64608411591471
15.876572393836852,24.0,700.884154078434,56.44410906788825
47.63987638006471,14.0,222.20209899940892,19.17824555918606
41.2600383707784,3.0,681.1589100410123,21.175535066547834
33.315344291751984,11.0,0.26600489639152514,48.46015870188647
6.08809555626374,31.0,14.150247690605777,75.4253544343863
