speed,engine_temp,fuel_consumption
42.878471502411585,81.7408194609892,9.460250129413257
49.517498257799936,124.89199533363177,
48.037933759193294,91.25246425172938,15.372908629538856
60.71868300716247,90.14775357936412,23.543316502176246
57.6586304305082,86.48973453061323,20.440338333179238
81.15952864583683,99.86688654468118,26.653455926567567
67.3846657999541,87.16851135198614,14.369461510719308
79.60635607109019,97.97938952755904,22.202555444230327
39.131504577324705,109.4348446418586,17.322538199585793
48.657017341901245,80.11222377600724,12.287508086413858
45.87696298664709,99.43092950605265,12.508522442576023
46.71806142064501,88.75693561685894,9.169424172198397
,79.35146572671191,12.711275717609901
90.31505762449139,101.28339404016846,21.833356903310143
56.149177195836835,94.06758608684835,17.177901193934733
63.61395605508414,92.36916460455893,12.599407185888447
90.1534959152938,98.97059832948503,26.061617122496237
60.870470682381715,85.89658840824144,12.47823209132991
43.81145940944687,91.00606961081972,8.020790359482838
74.92170384995258,145.44684552435058,21.33089318204831
99.15555398150197,97.19145669679915,24.05815437999532
48.93665025993972,91.48492336616593,10.949714826684787
57.49000123634829,,8.155669351644748
52.12860455383794,96.65056239714144,25.156546301265003
53.54880245394876,99.32887255572378,16.731510388340244
58.843517176117594,87.48262172941901,13.454349570924856
51.466359343768076,103.34136231801257,31.61981129209913
44.8081729727279,103.06422343174157,26.846810613352353
54.14375712036354,85.49666152714613,10.676992814988829
79.63104646764191,89.1784605603257,11.73921184021132
16.902866562684615,98.88732457923268,27.394816686112424
89.10711965907299,114.64671092979822,22.451181359428624
68.15974170801027,80.69793317358024,9.111413479847776
85.34599865109816,94.34191200251394,21.90191575571772
,112.1321960058034,14.738989644060247
49.402195936059314,81.18370421728741,9.081278200919511
53.23077999694041,83.84567841783023,15.128560038190926
47.355676475196596,92.2078431032895,
70.57122226218915,85.40287882883098,11.265469614816503
50.57080555722254,76.65297359439315,11.26556373221257
91.45493947489078,85.13272992983136,18.08659149848544
102.1929317825844,103.6354255996882,21.253107554562778
,94.58893151301173,15.882303466719698
70.03532897892023,91.46536236649341,14.770527117066202
50.75793905302047,87.5045859381219,7.0428275084403165
54.498567221814625,83.80525976566796,11.658811162366979
53.961695215357096,101.23329635422046,26.536178405883255
66.47688538100692,92.56633716556678,15.026003783755813
59.31128034947727,82.8372090609019,10.447768048558263
68.54787933059052,104.39841856484996,23.47575751451952
68.12525822394198,91.73224104748488,13.676427070463223
57.658466252766644,94.84322495266444,
54.81729781726352,85.55242785187238,13.584661068762438
47.11419162931565,82.11614334715834,10.471229116217131
53.97665926815387,87.64902088957642,10.826869806447402
57.083062502067236,89.82644115147379,17.107604104069807
52.799586422786845,84.66960100676341,12.075079888515798
38.526759862395274,117.22646795335517,34.99284666677546
91.75991074963173,100.08814680547256,16.723781540730656
50.27858583825893,115.35680341029014,31.17493382395386
102.20264454000957,94.62856705978365,17.859695625355325
45.085138718281115,127.34061841841877,16.910887467365722
,115.07227720258089,26.885846636713875
71.83013703844924,88.77105888174417,20.467702405880065
81.59728439704546,102.81198205469259,26.105894672597046
109.58218210731494,106.10624445704475,16.889852681934535
-3.0193961678602363,146.32191272976547,
63.92412729626837,130.66439952305237,27.085490232170027
53.99361310081195,91.50773671166806,17.166102486350553
52.801557916052914,84.68848143136948,15.163748278772646
66.46341167923829,108.33274968613686,24.77419178545091
103.49399813149876,102.25902992236662,28.18224377464596
91.96110865929137,93.71921939959918,27.49437629756306
63.142473325952736,89.19357144166996,16.712797588646943
62.41962271566034,88.82706433312427,15.94647524914709
49.422890710440996,93.95515973521523,16.027571901824416
54.93621886946706,90.83891030829903,14.891503959233653
99.44443262885419,110.72917239101804,24.914712852863065
59.03237212414275,88.77695612912878,11.541730387773933
49.79485944702539,74.80937732411073,
114.48616955897452,104.36883871936509,19.304755985954927
75.23029856408026,90.4853877467402,17.907068154314633
,92.98229444753534,22.347023902878576
42.75082167486967,,13.30641256386319
44.62222618890339,137.38994705046372,26.175071530586088
61.06006168037844,80.47841687447796,9.044685106469768
62.08863595004755,82.9907446860386,16.141781021386333
50.26084860608905,75.64604039487072,6.615070740570362
70.27533312376104,83.3698823391608,8.97756864713763
45.214780096325725,90.34281487403014,14.029272904341793
51.10299692988243,79.95956844541298,12.188383036941897
47.11279176152115,133.86040528810352,30.896145903673084
,75.9755894966774,8.300311261070416
48.10972638937389,82.94061516938767,11.451533247797384
92.98589543360205,102.89052017992937,17.216717023616898
88.04785418448473,95.80425148189184,21.732639881461633
80.65950720269109,110.32749351864686,25.83303046569553
63.57112571511746,88.77305941998564,14.031531854267497
59.50375389352457,82.95962313489224,9.748426159800704
75.38036566465969,84.04348251398676,14.330997528318104
94.2148780160255,102.17635295918603,17.397657487793133
86.7347819515917,110.1580052545653,26.507071156288085
75.79212815507391,88.36168926701116,16.251334695530012
86.87816624464087,106.00361736241413,22.996942035938776
60.91760776535502,92.06390463468249,19.244312394025265
40.86719755342202,82.92314628974793,14.854342174686254
98.20646071755057,100.1715712198126,21.191779496666328
54.982429564154636,89.61449145292949,16.549268106858673
65.9349941395562,85.23699335658208,8.042472568435386
50.88906466130645,,10.653854747528325
94.86249528732664,94.12194710473457,15.79767369988037
54.37712470759027,88.28642741736616,11.970305550628272
65.42560043585965,91.48060138532288,15.96494483048637
,95.7141140725751,13.124349920169754
62.053118055595604,84.2216138230396,7.7490219054032465
61.10922589709866,90.30115104970513,12.714059404338753
72.53130059095514,114.5855075127138,20.330171647586123
44.54552860504659,101.66808286662082,29.45958456413629
63.31263431403564,93.90911435888655,15.091143679807628
100.22929456942445,115.3286205325237,23.152196346817924
68.49713308058051,85.4329489373645,10.55993725263964
41.38098989896391,92.95787832950208,23.025267927331477
41.4623786010516,114.85968608879477,24.419721328777644
82.6049859801175,98.88043029025602,19.75454039033034
86.9791218989069,126.6639496722906,21.76144191814383
77.72668975149791,94.68607136912411,23.099794738290544
67.67434729152909,88.0394592343392,13.285684887167434
74.77894044741517,86.23131917821256,17.533822298373245
40.124310853991076,94.11030079997245,17.064930521102294
58.14341023336183,92.60970782808448,16.267838044636022
62.40942038025313,89.35562351715846,13.186373253278795
55.393612290402125,92.36796215317591,19.629317133347016
39.062821175192155,112.1591546922144,31.08622039010878
51.607824767773614,90.92316929266153,13.539266736565727
75.64643655814007,85.1265916488634,13.693341534852577
43.28430601419743,,22.818326726716865
49.82741692605979,,11.308731312708115
63.43618289568462,97.7496720250877,16.372520380749027
80.07985977165377,100.79355971255575,20.645537121079208
56.98896304410711,82.24668284466934,14.526362786519982
75.27737023428074,94.22151962245242,21.656380464242147
50.91975924478789,92.02025428407269,15.428187488260408
55.34270246429743,90.02556728321231,16.428000988184184
49.34493459568003,,13.954754612010127
96.93155211394907,97.75029910842905,25.713448935920386
59.612455704446134,90.0314640460722,11.513977233290703
50.39345407484256,76.6923996886552,10.667324210573897
99.9319601178157,96.45139777240209,23.868549797042498
89.68647609053778,101.56864737267291,25.175273460548762
,85.4530627260263,16.030095372612095
44.900455651582895,129.09014927018458,28.105954122814737
54.556172754748175,89.86743062275391,15.116417436892
61.7136828118997,90.4982568254382,16.517938440986534
80.99674684261808,96.05392813037217,20.201874931138683
50.75599081911578,,10.957959651492784
55.2082576215471,83.39771693457863,19.28788817865065
24.200782005178922,146.28405665135435,25.68536589197224
101.20940407684893,104.83100794197779,19.105229618259685
49.87168879665576,85.9886136538919,14.106970095865957
8.53219535183701,123.16526200803928,16.560033418910667
-3.9377328588314313,130.69497645258582,26.025192628767652
59.64173960890049,93.28276804316914,14.050109377678087
66.83955311112021,86.27210421650607,10.258442363950454
,80.462181689792,5.57772938198423
47.995053972921944,86.44887428448206,13.764048992950068
48.91410266964375,116.39511902762797,23.896099981883925
113.79025224218029,96.70273186067175,
46.34761597108484,81.9800740664209,9.88883065817909
57.80328112162488,99.48396491326974,11.961260068091974
35.74308434645671,98.8730805545466,21.25108853382593
55.388173023558615,85.09209189594776,9.683984202842021
98.92735538155371,96.31971484823467,24.009017646490115
47.791563500289776,97.0139715546805,22.70546298130944
59.86502775262066,93.75966516343387,16.03007053441732
69.31280119116198,81.96258382719387,
63.61636025047634,86.42824290986816,16.009974557960913
47.480961709381155,80.84524941794481,13.352874624550566
46.52629182488839,84.74880945275432,9.561798942382271
121.995500619844,89.86340960951873,22.360886895135696
70.30999522495951,96.53571377141213,13.569392581480063
,95.25986801941522,20.592473043685885
66.11676288840867,,12.844510444141388
45.38130939582644,114.37768788675604,25.11060359839236
27.869481825166595,103.78405008600154,19.129763334309807
46.71813951101569,100.95227812904989,
48.949194037725576,87.8853606359027,6.442559502191443
87.72322357446625,94.97089045123295,24.13484463426667
55.28210841577383,87.8529933429658,10.496441172600672
55.365823071875376,91.30527636089944,
,85.04731837434656,16.302782502611596
17.97435030264695,139.17489536268323,12.171659965917968
146.12469429420233,118.67891301278331,20.291727402550944
3.0039533888736702,110.54707454563861,29.758583246986905
110.57703375108646,82.74432164951843,13.391106154144376
115.28997071827627,75.04872264633201,33.271610573066994
36.54850740958,79.41192227788468,31.200099851715436
100.73376654195559,88.1885840076879,9.852926340563288
13.93937165690849,97.33396015175367,28.588278702712834
38.55708996481198,100.47276204087898,22.237621469533
118.18529824383975,97.70574148712029,21.997260865142557
