cost_variance,delay_days,manpower,project_risk_score
15.164444726995168,-1.0878800968437545,96.0,7.550625852060565
6.862560238232398,1.1812250904105221,27.0,3.7575141314571683
4.229835439167367,0.6626439247609359,36.0,2.6769917455713212
,6.346292983851733,68.0,8.01103570972303
13.172270526587129,10.630474139120146,58.0,10.681097866282911
8.973574862183856,,46.0,8.252605651794127
4.078722458080425,3.1204604198820527,43.0,3.739673151184991
3.796586775541206,3.592240554129152,49.0,3.9355309318681435
49.094166404701305,48.55898002889739,14.0,39.341258573439475
10.385653000213244,10.060732545366127,,9.31855421823175
10.77162247294032,7.567836169738197,54.0,8.415783457071408
14.681140423398638,11.308115279862331,42.0,11.235702281304388
6.60871584063841,7.777506278904086,,6.894488847817
35.62969236690571,12.926768490032213,19.0,19.80258434277517
20.71025045958784,20.186616507202746,53.0,
6.085120087171929,4.643805008750448,30.0,4.89157003836895
7.712480057141645,3.1371259496120545,37.0,5.07984240270148
11.613880011075988,3.3658411693205146,45.0,6.891888472158602
11.648729035188001,14.654670419870396,54.0,11.60135978202336
19.2835837064146,37.12815073682685,61.0,23.78469377729658
46.871416350725646,44.056852386697585,23.0,36.831307494969295
4.973005550524132,3.0102269132849218,24.0,3.6732929855236214
12.617341472981359,16.40270380838732,67.0,12.948018112547473
1.5501643349739345,2.560656224324976,42.0,2.4843282237195643
18.383136004983992,23.964239000983763,47.0,
8.756404583830326,15.809686588733873,37.0,10.56643646902568
10.524499035974413,19.217068791602664,48.0,12.85662713103083
11.071913625809902,6.653986359093935,57.0,8.230359993961535
14.79574923360052,16.314180629523005,87.0,14.183971945249409
28.194299931869764,41.73748159391383,,29.772712610313437
22.313621568205594,37.739933905888186,82.0,25.661422189637513
3.6461559993880828,5.285645629030041,27.0,4.112720651367249
18.568267419170404,24.98364033355902,73.0,18.880763101091773
29.920273586833826,36.41577929700385,47.0,27.474421153535072
19.627538456735437,41.489984581438385,,24.68700921526953
5.1350564093758475,1.9404795924659224,35.0,
8.642613302965993,3.4990357920328012,41.0,5.676659637999518
10.696888474529215,17.262751237311853,56.0,12.303855884736427
8.704556369017876,3.5221105443597787,31.0,5.510666765351062
27.635506299462385,3.251174973469027,63.0,13.614672509172566
10.277436614653292,12.024877543852625,69.0,10.300925663402369
2.343627902203139,2.6774285766679817,22.0,2.4484225915484483
21.293334560051086,39.99888675675197,65.0,25.816888526721225
,30.129412507914957,77.0,22.263662488874303
20.228039199627975,20.739676614355805,88.0,18.147086325593516
11.699412897218334,27.20074328803621,88.0,17.32006247410182
5.342736562379941,3.349155625663678,35.0,4.176756875217448
5.780784198455354,3.60040133368435,43.0,4.612474212855882
8.396011774449809,1.0616419403410902,,4.92306148591636
13.935536797424277,30.240361463172597,106.0,19.790359304238752
27.183773362747765,18.449147161759218,86.0,19.973168209802793
15.639481172982205,20.113599146119196,57.0,15.44123212764056
13.992643983916256,8.222556795418202,48.0,9.846080311733783
12.636020644572687,16.332034276864373,50.0,12.587221968574823
4.531693250553328,3.722791211016828,27.0,3.8417937846280625
13.310775880958108,33.66070516042798,40.0,19.588592416554437
24.620761915427675,28.529599755389018,62.0,22.500144668326676
4.416612500413446,,35.0,2.495833041659684
17.578121540153482,17.47553299673131,95.0,15.921461814753918
1.1734395106844042,-0.9751378292017856,37.0,0.8193206725930475
11.890224815803023,14.548690874799085,38.0,11.335566276240844
4.0731646143750755,,47.0,3.838903500340567
,15.24009871997476,38.0,9.7106427736362
10.125940193410068,5.3370417171945945,52.0,7.225192764241865
21.126176764028017,25.437026680842738,46.0,19.545281377948307
6.951090254244718,7.380911251619957,35.0,6.43280060234587
24.21787011390172,19.306738694512223,66.0,18.72984352336558
2.6075867518386584,1.9930486917676016,44.0,2.720254177442504
5.393722471738247,3.808101713629077,38.0,4.4407296741469295
,2.855979756839332,26.0,4.059763225144719
6.645089824206378,0.1692585158991715,46.0,3.6457393360422197
13.805168567211705,6.140904611216224,60.0,9.178429271371172
13.237747225450015,26.16410980120757,56.0,16.880742810663037
7.32063917911233,7.802410622628614,30.0,6.649219920696378
12.615741966437177,14.424952335933327,65.0,12.116277720948203
10.913347359612558,9.457510557182434,36.0,8.868343166717999
12.821606754886028,8.328764544248163,45.0,9.360148519653677
19.460075178234707,34.14605515594084,53.0,22.50245213367022
20.832147679015804,35.736820120987524,42.0,
4.628682046672366,1.8674045407944562,44.0,3.478434634986729
13.148042176962598,14.143829888024374,41.0,11.73674882599479
5.687236579136923,2.615278070437755,43.0,4.181005859829871
9.627602833355022,9.474407476267931,40.0,8.440804123849182
9.588184548706552,3.525287627600701,58.0,6.405388870522902
17.207898152836197,28.601690021355154,65.0,19.623835269676544
1.0806597522404489,1.3954454615567622,28.0,1.5504420855188843
16.490932787362,38.42088504305915,65.0,23.264727132168463
17.16710787217739,14.745714938904992,67.0,14.105129124432953
,40.72782441917241,10.0,25.904838230698857
4.061051228130096,-2.2394902081794887,20.0,1.1286244079802432
2.9743377593311524,5.955788089483033,29.0,4.152050339525674
7.746461726008215,6.857151262621468,36.0,6.561445195451873
7.221860142365566,7.671676143727268,67.0,7.297414514437134
2.7873300519879436,3.1993027301752823,22.0,2.8346531128652903
6.625051644788396,-0.10132686213226538,48.0,3.5694899130624527
9.28121647541857,11.886481327302047,65.0,9.767079121088248
16.01432426180859,28.551112651862248,32.0,18.466174765468338
28.638738137171295,6.161165107661063,74.0,15.399961297932943
5.483924543132068,3.183521553071005,44.0,4.346978438481229
7.432213246511895,12.758685052325372,32.0,8.71635931953491
28.423424823028107,23.559507017254802,95.0,22.693172736113162
6.010452768530422,35.895489809802456,13.0,13.19455207836071
27.224454898042477,19.0035304699462,7.0,33.96430884979277
0.2879330249060785,29.860143330347206,89.0,18.533831233889906
16.229291495013516,18.181570181052116,30.0,31.218251127263756
18.323076743569892,5.855673901475491,76.0,26.69009281000926
19.80863458046277,48.275887470510234,52.0,35.21778311367493
34.773360334493105,53.4570238844013,121.0,46.07816438747025
19.427905063517287,49.55922768076916,16.0,44.35199989046009
