experience,performance_score,salary,attrition_risk,engagement_score
6.0,4.4132589430590174,69451.93414925555,0.08410765467447083,3.7004679895178025
11.0,4.394261119885135,100429.63945454599,0.8636631484412816,2.621635837280645
9.0,1.971703427113303,40078.590953324005,0.3043702668084274,2.2092963133440104
6.0,3.39458978807227,62640.89194564345,0.27106220528673086,2.910701586106039
9.0,4.373550533898035,105683.56752519475,0.03499035792032801,3.8142897300685257
10.0,4.217082957459821,98069.40005537994,,3.63024425882038
9.0,4.540328664788406,77972.5823497546,0.18814687361516141,3.667944021971461
5.0,4.60365538316663,,0.1830650865304077,3.6272300617877034
5.0,1.6264460555298685,40975.48891373163,0.6701362208201481,1.4080186965347121
6.0,2.1079303240945024,26326.481736308906,0.5945363111133908,1.782160695377165
6.0,3.8971880324481147,69267.57498877487,0.8729542766635815,2.2591626012286854
4.0,2.0916194727585458,47204.142261120374,0.42121564332251016,1.9939862713955077
10.0,3.997948613402933,68903.92099227678,0.19218578988759233,3.410695621870078
8.0,4.0475540131357555,103847.4391251293,0.05204959517866106,3.6057026137998864
8.0,2.6444180936279515,43770.593341080035,0.4499888675675197,2.3072257454626963
9.0,4.701937650832193,78732.30863004108,0.12210370084333658,3.8478132741510915
6.0,4.178240449669302,89482.05515857787,0.06346292983851733,3.6139258300768753
4.0,1.6596278627147232,48264.233650707145,,1.6465019833414654
6.0,4.650434499457441,102711.02148864958,0.12747881725313337,3.753999023849021
3.0,1.1932946722246038,40297.18553270556,0.6982076426438145,1.10933587214658
4.0,3.734738976020435,64031.38491424993,0.34710368314180207,2.9267139632975145
13.0,2.2670467082701067,137278.76520094444,0.5052067735766382,2.7099587516824606
7.0,4.428717027995011,108515.10627899543,0.9671266152591704,1.6489336231299174
17.0,4.624573019063066,48252.51398667274,0.4177609792750997,1.0504300799030362
9.0,2.1076179495112357,82838.81020420187,0.9841103190364978,3.2390227345535303
19.0,4.934085890860889,103835.76300837625,0.6679199988036271,3.1095984884907053
5.0,1.5628461121950337,40015.69019872599,0.6346712732539415,3.8774144894766343
11.0,1.8080626736099599,135889.96420888064,0.165954895295785,4.561032212071209
1.0,1.7368993569521045,126432.42425298422,0.881927758304644,1.317626338572118
